page_link,canton,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic,page_content
https://www.agi.dij.be.ch/de/start/geoportal/datenmodelle/beschreibung-kantonaler-datenmodelle.html,bern,Yes,Yes,Yes,"PDF, Interlis-Datei","Maps, infrastructures and territorial planning",Provides descriptions and guidelines for various kanton-level data models related to mapping and infrastructure.
https://www.police.be.ch/de/start/dienstleistungen/praeventionsunterricht-an-schulen.html,bern,No,No,No,Webpage,,"Discusses prevention education at schools, focusing on topics like road safety and digital media."
https://www.gemeinden.dij.be.ch/de/start/arbeitshilfen/gemeinderecht.html,bern,No,No,No,Webpage guide,,"Provides various resources and guidelines related to municipal law, including personal rights and data protection."
https://www.faechernet.bkd.be.ch/de/start/uebergeordnete-themen/1-zyklus-spezifisches/dokumentation.html,bern,Yes,Yes,No,Webpage,Education,The page discusses how teachers can use SWITCHportfolio to document student observations and learning in a web-based format.
https://www.bst.bkd.be.ch/de/start/themen/lern-arbeitstechniken/studienspezifische-techniken/arbeiten-schreiben.html,bern,No,No,No,Webpage,,Provides tips and techniques for structuring the writing process for academic work.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=69f66c57-6973-3ca4-98e9-1faabf79337f,bern,No,No,No,PDF (Tourismuspolitische Strukturen für den Kanton Bern),,"Discusses the first Berner Tourism Day in Interlaken, focusing on the current situation and future prospects of the tourism industry."
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=6406fd0d-ea02-3f8a-af15-b4c88e80de2a,bern,No,No,No,Webpage,,Addresses the Canton of Bern's COVID-19 measures.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=6099896a-2335-31d7-836d-15c6c660bed5,bern,No,No,No,Webpage,,Focuses on the Canton of Bern's financial situation.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=069f9867-6c76-3721-b606-4a96997c21dd,bern,No,No,No,Webpage,,Discusses the Canton of Bern's digital strategy.
https://www.zshkk.dij.be.ch/de/tools/rechtliches.html,bern,No,No,No,,,Legal information.
https://www.zshkk.dij.be.ch/de/start/angebote/von-der-anmeldung-zur-aufnahme.html,bern,No,No,No,,,"Provides information on the admission process for a social and special education center, including costs and online registration via kiBon."
https://www.zshkk.dij.be.ch/de/start.html,bern,No,No,No,,,Provides information on social and special education services.
https://www.zsg.justice.be.ch/de/tools/rechtliches.html,bern,No,No,No,,,The page provides legal disclaimers and data protection information for the website of the Justice Department of the Kanton Bern.
https://www.zivilstand.sid.be.ch/de/tools/rechtliches.html,bern,No,No,No,,,Legal information.
https://www.weu.be.ch/de/tools/rechtliches.html,bern,No,No,No,,,Provides legal disclaimers and data processing information for the website.
https://www.weu.be.ch/de/start/themen/wirtschaft-und-arbeit/unternehmen/sicherheit-arbeitsplatz.html,bern,No,No,No,,,The page discusses workplace safety and health protection regulations for employees.
https://www.weu.be.ch/de/start/themen/wirtschaft-und-arbeit/unternehmen/bauvorhaben.html,bern,No,No,No,,,"The page provides guidelines and requirements for construction projects, focusing on work safety and environmental protection."
https://www.weu.be.ch/de/start/themen/wirtschaft-und-arbeit/tourismus-und-regionalentwicklung/veranstaltungen-durchfuehren.html,bern,No,No,No,,,The page outlines the criteria and procedures for obtaining financial support from the Canton of Bern for events of national significance.
https://www.weu.be.ch/de/start/themen/wirtschaft-und-arbeit/arbeitnehmende/arbeitslosenentschaedigung.html,bern,No,No,No,,,"Provides information on unemployment benefits, including eligibility and calculation of daily allowances."
https://www.weu.be.ch/de/start/themen/veterinaerwesen/veterinaerberufe-tierarzneimittel/verkauf-tierarzneimittel.html,bern,No,No,No,,,Discusses the requirements for selling veterinary medicines.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/veterinaerberufe-tierarzneimittel/tierarzeimittel.html,bern,No,No,No,,,Discusses the proper use of veterinary medicines to prevent antibiotic resistance and residues in food.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/tierseuchen/salmonellose/salmonellenueberwachung-zuchttiere-mast-legelinie.html,bern,No,No,No,,,Discusses measures for salmonella monitoring in poultry breeding.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/tierseuchen/salmonellose/salmonellenueberwachung-masttruten.html,bern,No,No,No,,,Guidelines for salmonella monitoring in poultry farming.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/tierseuchen/salmonellose/salmonellenueberwachung-mastpoulets.html,bern,No,No,No,,,Information about salmonella surveillance in poultry.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/tierseuchen/salmonellose/salmonellenueberwachung-lege-junghennen.html,bern,No,No,No,,,Discusses salmonella monitoring measures for laying and young hens.
https://www.weu.be.ch/de/start/themen/umwelt/wald/informationen-waldbesitzer-innen/weisungen.html,bern,No,No,No,,,Provides a collection of guidelines and fact sheets for forest owners on various topics including forest management and ecology.
https://www.weu.be.ch/de/start/themen/umwelt/wald/bewilligungen-wald/bewilligungspflichtige-vorhaben-wald.html,bern,No,No,No,,,Information about permits for projects in the forest.
https://www.weu.be.ch/de/start/themen/umwelt/naturschutz/planen-und-bauen.html,bern,No,No,No,,,The page provides guidelines on planning and building projects in relation to environmental and nature conservation.
https://www.weu.be.ch/de/start/themen/umwelt/naturschutz/natur-in-der-schule.html,bern,No,No,No,,,Information about nature education in schools.
https://www.weu.be.ch/de/start/themen/umwelt/luft-laerm-strahlung/luft/feuerungen/brennstoffkontrollen-holzfeuerungen.html,bern,No,No,No,,,Page focuses on environmental regulations for wood-burning installations.
https://www.weu.be.ch/de/start/themen/umwelt/luft-laerm-strahlung/luft/feuerungen.html,bern,No,No,No,,,"Discusses the environmental impact of various types of heating systems, including oil and gas burners."
https://www.weu.be.ch/de/start/themen/umwelt/luft-laerm-strahlung/laerm/bauen-und-laerm.html,bern,No,No,No,,,Page about noise control in construction.
https://www.weu.be.ch/de/start/themen/umwelt/klima.html,bern,No,No,No,,,"Discusses the Canton of Bern's climate policy, including mitigation and adaptation strategies."
https://www.weu.be.ch/de/start/themen/umwelt/boden/bodenschutz-beim-bauen/bodenverwertung.html,bern,No,No,No,,,The page provides information on soil utilization in construction projects.
https://www.weu.be.ch/de/start/themen/umwelt/boden/bodenschutz-beim-bauen/bodenaufwertung.html,bern,No,No,No,,,The page discusses soil improvement and related regulations.
https://www.weu.be.ch/de/start/themen/lebensmittelsicherheit/trinkwasser.html,bern,No,No,No,,,Provides information on drinking water quality and safety measures.
https://www.weu.be.ch/de/start/themen/lebensmittelsicherheit/lebensmittel-gebrauchsgegenstaende/sichere-lebensmittel-faq-haeufig-gestellte-fragen.html,bern,No,No,No,,,Page about food safety FAQs in the Canton of Bern.
https://www.weu.be.ch/de/start/themen/landwirtschaft/pflanzenschutz/pflanzenschutz-sonderbewilligung-beantragen.html,bern,No,No,No,,,Page about special permits for plant protection.
https://www.weu.be.ch/de/start/themen/jagd-fischerei/jagd-wildtiere/wildtiere/gesuch-wildschadenersatz.html,bern,No,No,No,,,Provides information on how to claim compensation for damages caused by wildlife.
https://www.weu.be.ch/de/start/themen/jagd-fischerei/jagd-wildtiere/wildhueter-finden.html,bern,No,No,No,,,Information on finding gamekeepers.
https://www.weu.be.ch/de/start/themen/energie/grossverbraucher/grossverbrauchermodell.html,bern,No,No,No,,,The page discusses energy efficiency models for large consumers.
https://www.wettbewerb-forschungszentrum-medizin.bvd.be.ch/de/start/wettbewerb.html,bern,No,No,No,,,"The page discusses a competition for the design of a new medical research center in Bern, focusing on the needs of six institutes of the medical faculty at the University of Bern."
https://www.wegleitung.sv.fin.be.ch/de/tools/rechtliches.html,bern,No,No,No,,,Provides legal disclaimers and data protection information for the website.
https://www.wegleitung.sv.fin.be.ch/de/tools/impressum.html,bern,No,No,No,,,The page provides information about the responsibility for the content and the technical operation of the website.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/verrechnungssteuer.html,bern,No,No,No,,,Discusses the Swiss withholding tax on income and its implications.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/steuerverzeichnis-der-bank.html,bern,No,No,No,,,Discusses how to declare assets and securities for tax purposes in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/obligationen-kassenscheine.html,bern,No,No,No,,,Discusses how to report earnings and tax values related to bonds and treasury bills.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/lotteriegewinne/gewinnungskosten.html,bern,No,No,No,,,The page provides information on tax deductions for gambling winnings in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/lotteriegewinne.html,bern,No,No,No,,,Provides information on how lottery and gambling winnings are taxed.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/kosten-wertschriftenverwaltung.html,bern,No,No,No,,,The page outlines the costs that can be deducted for the storage of assets and securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/diverse.html,bern,No,No,No,,,"Provides information on declaring various types of capital assets, including cryptocurrencies, in tax returns."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/aktien-anlagefonds/steuerwert.html,bern,No,No,No,,,Provides information on the tax value of various types of securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/aktien-anlagefonds/dividendentermin.html,bern,No,No,No,,,"Discusses what qualifies as asset income, including dividends and interest."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/wertschriften/aktien-anlagefonds.html,bern,No,No,No,,,Provides information on how to declare earnings and tax values for various types of securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-steuerbare-einkuenfte.html,bern,No,No,No,,,"Discusses various types of taxable income, including royalties and rents."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte/unterstuetzungen-aus-oeffentlichen-oder-privaten-mitteln.html,bern,No,No,No,,,"The page discusses tax-free public or private support, such as social welfare and scholarships, for individuals who are financially dependent."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte/ueberbrueckungsleistungen.html,bern,No,No,No,,,Discusses bridging benefits for older unemployed individuals.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte/feuerwehrsold.html,bern,No,No,No,,,Discusses the tax implications of income from fire service.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte/ergaenzungsleistungen.html,bern,No,No,No,,,Discusses tax-free supplementary benefits and compensation for helplessness.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/suva-renten-und-andere-unfallrenten-aus-arbeitsverhaeltnis.html,bern,No,No,No,,,Discusses invalidity and survivor pensions from SUVA or other obligatory accident insurance providers.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/renten-pensionen-aus-beruflicher-vorsorge/steuerbar-fuer-direkte-bundessteuer.html,bern,No,No,No,,,Discusses reduced taxation rates for certain pensions under federal tax law.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/renten-aus-lebensversicherungen-leibrenten.html,bern,No,No,No,,,Discusses the taxation of annuities from voluntary life insurance.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/renten-aus-haftpflicht-privater-unfallversicherung.html,bern,No,No,No,,,The page discusses the tax treatment of pensions received from liability or private accident insurance.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/renten-aus-gebundener-vorsorge-saeule3a.html,bern,No,No,No,,,Discusses pensions from tied provision (Säule 3a) and their taxation.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/auslaendische-renten-und-pensionen.html,bern,No,No,No,,,The page provides information on how foreign pensions and benefits are taxed in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/renten-pensionen-waisenrenten/ahv-iv-waisenrenten.html,bern,No,No,No,,,Discusses the taxation of various types of pensions and allowances in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/kapitalleistungen-aus-vorsorge.html,bern,No,No,No,,,Provides information on how to declare various types of capital benefits for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/entschaedigungen-erwerbsausfall.html,bern,No,No,No,,,Discusses compensation for loss of earnings due to various circumstances like unemployment and military service.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte.html,bern,No,No,No,,,Discusses various types of taxable and non-taxable income.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/verschiedene-angaben/rueckzahlungskonto-aendern.html,bern,No,No,No,,,The page provides information on how to change your refund account for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/verschiedene-angaben/persoenliche_kontaktdaten.html,bern,No,No,No,,,Provides information on how to submit personal contact details for tax-related inquiries.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/verschiedene-angaben/drittperson_ansprechpartner.html,bern,No,No,No,,,Provides information on designating a third-party contact for tax-related inquiries.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zum-ehegatten/personendaten-ehegatten.html,bern,No,No,No,,,The page provides information about personal data related to spouses for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zum-ehegatten/mitarbeit-ehegatte.html,bern,No,No,No,,,"The page discusses the tax deductions available for spouses who both work, particularly in a business or agricultural setting."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/vormane-name-und-adresse-der-betreuuenden-person.html,bern,No,No,No,,,The page provides guidelines on how to declare third-party caregivers for tax deductions.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/kinderabzug-fuer-minderjaherige-kinder.html,bern,No,No,No,,,Discusses tax deductions for parents with minor children.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/kinderabzug-bzw-unterstuetzungsabzug-fuer-volljaehrige-kinder.html,bern,No,No,No,,,The page provides information on tax deductions for parents with adult children in initial education or training.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/kind-wohnt-bei-mir-uns.html,bern,No,No,No,,,Discusses the conditions under which one can claim a child lives with them.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/bezahlte-kinderdrittbetreuungskosten.html,bern,No,No,No,,,Provides information on how to claim third-party childcare costs on tax returns.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/auswaertige-zusaetzliche-ausbildungskosten-2018.html,bern,No,No,No,,,The page outlines the tax deductions available for additional educational expenses for children.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/stammdaten/angaben-zu-kindern/ausbildung-schule.html,bern,No,No,No,,,Provides information on how to specify the educational institution attended by your child for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/vermietete-wohnhaeuser-wohnungen-geschaeftsraeume.html,bern,No,No,No,,,The page provides guidelines on declaring income from rented and leased properties.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/pacht-waldbewirtschaftung-baurechte-quellenrechte-leistungen-dritter/subventionen.html,bern,No,No,No,,,The page provides information on subsidies and insurance benefits related to private property.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/pacht-waldbewirtschaftung-baurechte-quellenrechte-leistungen-dritter/pacht-waldertrag.html,bern,No,No,No,,,Discusses rental income and net income from forest management.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/grundstueckkosten/pauschalabzug-grundstueckkosten.html,bern,No,No,No,,,"Discusses the standard deductions for maintenance, operational, and administrative costs of properties."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/grundstueckkosten/kostenueberschuesse-aus-energiesparmassnahmen.html,bern,No,No,No,,,Discusses how to declare excess costs related to energy-saving and environmental protection measures for properties.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/grundstuecke-im-privatvermoegen/amtlicher-wert.html,bern,No,No,No,,,The page provides information on the official tax value of properties for the purpose of wealth taxation.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/unselbstaendiger-erwerb/nebenerwerb.html,bern,No,No,No,,,The page provides guidelines on declaring secondary income for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/selbstaendige-erwerbstaetigkeit/steuerbarer-erfolg/privatanteile.html,bern,No,No,No,,,The page discusses how to account for private use of business assets in bookkeeping.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/selbstaendige-erwerbstaetigkeit/steuerbarer-erfolg/korrektur-beitraege-saeule-3a.html,bern,No,No,No,,,Discusses tax adjustments for contributions to the 3rd pillar in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/land-und-forstwirtschaft/steuerbarer-erfolg/privatanteile.html,bern,No,No,No,,,Discusses private usage of business assets for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/land-und-forstwirtschaft/steuerbarer-erfolg/korrektur-beitraege-saeule-3a.html,bern,No,No,No,,,"Discusses the correction of personal contributions into the ""Säule 3a"" for tax purposes."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/einkommen-aus-taetigkeit/geschaeftsauto-zur-benutzung-fuer-den-arbeitsweg.html,bern,No,No,No,,,Discusses the tax implications of using a company car for private purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/berufskosten/fahrkosten-fuer-private-motorfahrzeuge.html,bern,No,No,No,,,The page provides information on tax-deductible transportation costs for private vehicles used for commuting.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/berufskosten/fahrkosten_oev.html,bern,No,No,No,,,The page provides information on how to claim transportation costs for commuting via public transport in tax returns.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/berufskosten.html,bern,No,No,No,,,"The page outlines allowable professional expenses for tax purposes in Switzerland, including limitations on deductions for travel costs."
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/allgemeine-informationen/steuererklaerungspflicht/minderjaehrige-kinder.html,bern,No,No,No,,,The page provides information on tax declaration requirements for minors in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/allgemeine-informationen.html,bern,No,No,No,,,The page provides general information about tax return obligations and procedures.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/abzuege/berufsorientierte-aus-und-weiterbildungskosten.html,bern,No,No,No,,,The page provides information on tax deductions related to professional education and training costs.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/abzuege/beitraege-ahv-pk-saeule-3a/einkauf-2--saeule--pensionskasse.html,bern,No,No,No,,,Discusses tax deductions related to pension fund contributions.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/abzuege/beitraege-ahv-pk-saeule-3a/beitraege-saeule-drei-a.html,bern,No,No,No,,,The page provides information on tax-deductible contributions to the Säule 3a pension scheme in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/abzuege/beitraege-ahv-pk-saeule-3a/ahv-beitraege.html,bern,No,No,No,,,The page discusses AHV/IV/EO contributions for non-working individuals.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/abzuege/beitraege-ahv-pk-saeule-3a.html,bern,No,No,No,,,Provides information on contributions to pension schemes and social insurance.
https://www.wegleitung.sv.fin.be.ch/de/start/np2022.html,bern,No,No,No,,,Provides guidelines for filling out tax returns for the year 2022 in the Canton of Bern.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/steuerverzeichnis-der-bank/zusaetzliches-verzeichnis.html,bern,No,No,No,,,Outlines the information required in an additional financial directory.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/steuerverzeichnis-der-bank/steuerverzeichnis-der-bank.html,bern,No,No,No,,,"The page outlines the requirements for a bank's tax directory, including the types of information that must be included."
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/steuerverzeichnis-der-bank.html,bern,No,No,No,,,The page provides information on how to declare assets or securities for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/sparhefte-und-konti/zinsen.html,bern,No,No,No,,,The page provides guidelines on declaring interest income for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/sparhefte-und-konti/steuerwert.html,bern,No,No,No,,,"The page discusses the concept of ""Steuerwert"" related to account balances."
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/sparhefte-und-konti.html,bern,No,No,No,,,The page provides information on various types of bank accounts and balances.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/qualifizierende-beteiligungen.html,bern,No,No,No,,,The page provides information on qualifying participations in capital companies or cooperatives and their tax implications.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/obligationen-kassenscheine/valorennummer.html,bern,No,No,No,,,Provides information on how to handle securities with or without a Valoren number for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/obligationen-kassenscheine/steuerwert.html,bern,No,No,No,,,Discusses the tax value of various types of securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/obligationen-kassenscheine/ertraege.html,bern,No,No,No,,,Provides information on how to declare income from bonds and treasury bills for tax purposes in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/obligationen-kassenscheine.html,bern,No,No,No,,,Provides guidelines on declaring bonds and cash vouchers for tax purposes in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/lotteriegewinne/gewinnungskosten.html,bern,No,No,No,,,The page provides information on how to declare lottery winnings and associated costs for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/kosten-wertschriftenverwaltung.html,bern,No,No,No,,,Discusses the costs associated with the storage and management of assets and securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/esteuerauszug.html,bern,Yes,No,No,,Finance and taxes,The page discusses the option to import electronic tax statements via BE Login for your tax declaration.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/ergaenzungsblaetter.html,bern,No,No,No,,,The page provides information on how to claim foreign tax credits and refunds on withholding taxes in the USA.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/diverse/valoren-isin-nr.html,bern,No,No,No,,,Discusses how to use Valoren or ISIN numbers to search for investment details with ictax.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/diverse/steuerwert.html,bern,No,No,No,,,Discusses the tax value of various financial instruments and cryptocurrencies.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/diverse.html,bern,No,No,No,,,"Discusses undeclared capital assets, including cryptocurrencies and derivative financial instruments."
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/darlehen/steuerwert.html,bern,No,No,No,,,The page discusses the tax value of assets and liabilities as of December 31.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/darlehen.html,bern,No,No,No,,,Discusses private loans and other financial claims.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/aktien-anlagefonds/valorennummer.html,bern,No,No,No,,,The page provides information on how to handle Valoren numbers for securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/aktien-anlagefonds/steuerwert.html,bern,No,No,No,,,The page provides information on the tax value of various types of securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/aktien-anlagefonds/manuelle-berechnung.html,bern,No,No,No,,,Provides options for manual calculation of gross income and tax value for securities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/aktien-anlagefonds/dividendentermin.html,bern,No,No,No,,,The page discusses dividends and other types of asset income.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/aktien-anlagefonds.html,bern,No,No,No,,,The page provides guidelines on how to declare various types of securities and investments in tax returns.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften.html,bern,No,No,No,,,"The page provides guidelines on how to declare assets and securities, both domestic and foreign, in tax returns."
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte.html,bern,No,No,No,,,Discusses types of income that are not subject to taxation.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/schenkungen-vorempfaenge/schenkung-erhalten.html,bern,No,No,No,,,The page provides guidelines on how to declare received gifts for tax purposes in the Canton of Bern.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/schenkungen-vorempfaenge/schenkung-ausgerichtet.html,bern,No,No,No,,,Provides information on how to declare gifts for tax purposes in the Canton of Bern.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/schenkungen-vorempfaenge.html,bern,No,No,No,,,Discusses received or directed gifts for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/renten-pensionen-waisenrenten.html,bern,No,No,No,,,Provides an overview of various types of pensions and annuities.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/erhaltene-unterhaltsbeitraege-alimente.html,bern,No,No,No,,,The page provides tax guidelines on declaring received spousal and child support.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/verschiedene-einkuenfte/erbschaften.html,bern,No,No,No,,,The page provides information on how to declare inheritances for tax purposes in the Canton of Bern.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen/weitere-vermoegenswerte.html,bern,No,No,No,,,Discusses various types of assets subject to wealth tax.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen/kapital-und-rentenversicherungen-lebensversicherungen.html,bern,No,No,No,,,The page provides information on how to declare capital and pension insurances for tax purposes in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen/fahrzeuge.html,bern,No,No,No,,,Discusses the tax implications and valuation of private vehicles.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen/aufdach-photovoltaik-anlagen.html,bern,No,No,No,,,"The page provides tax information related to rooftop photovoltaic systems, including how the tax value is calculated."
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen.html,bern,No,No,No,,,The page briefly lists categories of other assets like vehicles and photovoltaic systems for tax purposes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/stammdaten/verschiedene-angaben.html,bern,No,No,No,,,Provides personal contact details and repayment account information.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/stammdaten/angaben-zum-ehegatten/mitarbeit-ehegatte.html,bern,No,No,No,,,Discusses the conditions under which spouses are eligible for a dual-earner tax deduction in Switzerland.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/stammdaten/angaben-zum-ehegatten.html,bern,No,No,No,,,The page provides information on how married couples should file their taxes.
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/stammdaten/angaben-zu-kindern/kinderabzug-fuer-minderjaherige-kinder.html,bern,No,No,No,,,The page provides information on tax deductions for minor children.
