page_link,software_name,software_name_chatGPT,canton,software_name_explanation,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic,page_content,Main Content Elements,Search Function,Images,Immediate Feedback Mechanisms,Animations,Multimedia Elements,Hyperlinks,Navigation Menu,Structured Contents,Interactive Elements,Accessibility Issues
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33/dsk2-hilfe-verwaltung-ho33,DSK2,DSK2,freiburg,"The page serves as a user manual for the HO33 management module within the DSK2 web application. It provides detailed instructions on how to use the module, including how to filter searches and create new HO33 forms.",Yes,Yes (webpage guide),No,Webpage,"Maps, infrastructures and territorial planning","The page provides a guide on how to manage HO33 forms in the DSK2 software, specifically for mapping and planning.",1,TRUE,2,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-navigationprinzipien,DSK2,DSK2,freiburg,"The page serves as a user manual for the DSK2 web application, detailing its navigation principles and modules for different user roles.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page serves as a guide for navigating the DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-ho33,DSK2,"DSK2,Excel,SAP,LocalSigner,SuisseID",freiburg,"The page describes the new process for building tracking, including the use of Excel tables and electronic signatures, as well as the integration with SAP for billing.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a detailed guide on how to handle billing and invoicing within the DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-von-gebuehren,DSK2,"DSK2,SAP",freiburg,"The page provides detailed instructions on how to manage billing and fees within DSK2, including the generation and printing of invoices.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide on how to handle fee calculations in the DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-canofile-dokumenten-suchen,"DSK2, Canofile","DSK2, Canofile",freiburg,The page provides guidance on searching for old Canofile documents in DSK2's electronic document management system (GED).,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page is a guide on how to search for old Canofile documents within the DSK2 system.,1,TRUE,9,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung,"DSK2, Canofile","DSK2,Internet Explorer,Mozilla Firefox,Canofile",freiburg,"The page is similar to the previous one, providing an introduction to DSK2, its compatibility, and new features in version 1.2.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as an introduction and user manual for DSK2, a software developed for managing technical documents and metadata in the field of mapping and planning.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung-0,"DSK2, Canofile","DSK2,Internet Explorer,Mozilla Firefox,Canofile",freiburg,"The page provides an introduction to DSK2, including its compatibility with different browsers, new features in version 1.2, and guidelines for troubleshooting.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page is a user guide for DSK2, a software developed for Internet Explorer and Mozilla Firefox, focusing on electronic document management in the context of mapping and planning.",1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dks2-hilfe-verfahren-zur-verwaltung-der-akten,"DSK2, Capitastra","DSK2, Capitastra",freiburg,"The page outlines the procedures for managing files in the DSK2 system, including the types of files and their chronology.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide on the procedures for managing records in DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk-2-hilfe-leitfaden-zur-eroeffnung-bdmo,"DSK2,BDMO","DSK2,BDMO",freiburg,"The page explains that since version 1.12 of DSK2, the BDMO opening process is integrated into the application, replacing the old PDF order form process.",Yes,Yes (webpage guide),No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for using the DSK2 software to initiate BDMO processes, replacing the old PDF-based method.",1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-fuer-die-erfassung-eines-akts,"DSK2,BDMO","DSK2,BDMO",freiburg,The page discusses the process of opening an act with an extract from the BDMO and the subsequent steps.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide on how to use DSK2 for land and property management.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://sportamt.tg.ch/ueber-uns/e-mergeny-notfall-app.html/10964,e-mergency Notfall-App,e-mergency Notfall-App,thurgau,"The page describes the e-mergency Notfall-App, which provides checklists and instructions for emergencies, along with direct dial emergency numbers.",Yes,Yes,Yes,Webpage,Health,"The page provides information about the e-mergeny Notfall-App, which offers checklists and emergency numbers for first responders.",3,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://www.fr.ch/de/steuern/juristische-personen,e-tax JP,e-tax JP,freiburg,The page serves as a hub for tax-related information for legal entities in the canton of Freiburg. It mentions e-tax JP as an online service for filing tax returns for legal entities.,Yes,No,Yes,Webpage,Finance and taxes,"The page provides information on e-Tax JP, an online service for filing corporate tax returns, and offers related forms and documents.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://rechtsdienst.tg.ch/e-voting/sicherheit-bei-e-voting.html/15010,E-Voting System,E-Voting System,thurgau,"The page discusses security measures for e-voting, including verification of codes on the voting rights notice and checking the authenticity of the e-voting portal. It also mentions the examination of software against published source code by cantons and external experts.",Yes,No,Yes,Webpage,E-governance and administration,"Discusses the security measures in place for E-Voting, including the use of various codes and protocols.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,0
https://www.sg.ch/politik-verwaltung/abstimmungen-wahlen/e-voting/anmeldeverfahren.html,E-Voting System,E-Voting System,st_gallen,"The page outlines the registration process for e-voting in the canton of St.Gallen, including a step-by-step guide and the necessary prerequisites.",Yes,Yes,No,Webpage,E-governance and administration,The page provides information on the registration process for E-Voting in the Canton of St.Gallen.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,3,4
https://www.staatskanzlei.bs.ch/politische-rechte/wahlen-abstimmungen/e-voting.html,E-Voting System by Swiss Post,E-Voting System by Swiss Post,basel_stadt,"The page provides information on the E-Voting system operated by the Swiss Post, which allows certain groups like the disabled and Swiss citizens abroad to vote electronically.",Yes,Yes,Yes,Webpage,E-governance and administration,"The page provides information on the E-Voting system in Basel-Stadt, including its use for people with disabilities and Swiss citizens abroad.",2,TRUE,0,FALSE,0,0,TRUE,FALSE,TRUE,0,3
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=an-eanhoerungen-teilnehmen-e0ad19b4-9807-42a4-951d-e58102d11d57_de,"eAnhörungen, Smart Service Portal","eAnhörungen, Smart Service Portal",aargau,The page provides instructions for participating in eAnhörungen (eHearings) through the Smart Service Portal.,Yes,Yes,Yes,PDF,E-governance and administration,Provides information on how to participate in e-hearings via the Smart Service Portal.,2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax,EasyTax,EasyTax,aargau,"The page provides download links and version history for the EasyTax software, which is used for tax declaration.",Yes,Yes,Yes,PDF,Finance and taxes,"The page provides information on the EasyTax software for electronic tax filing, including download links and guides.",6,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,3,5
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/esteuerauszug,EasyTax,EasyTax,aargau,The page provides information on how to use the eSteuerauszug feature to import bank data into the EasyTax software for tax declaration.,Yes,Yes,Yes,PDF,Finance and taxes,"The page provides information on eSteuerauszug, a feature that enhances the quality and transparency of the tax declaration process, and offers a PDF guide for importing bank data into EasyTax software.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,1,2
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/haeufige-fragen-zu-easytax,EasyTax,EasyTax,aargau,The page provides comprehensive FAQs and guidelines for using the EasyTax software for tax declarations.,Yes,Yes (webpage guide),No,Webpage,Finance and taxes,"The webpage provides a FAQ section for EasyTax, a tax software.",3,TRUE,8,FALSE,0,0,TRUE,TRUE,TRUE,6,3
https://rawi.lu.ch/down_loads/down_loads_bew,eBAGE,eBAGE,lucerne,The page provides various forms and documents related to construction. It mentions that web-based eForms can be filled out and submitted electronically using specific browsers. It also includes user manuals for eBAGE.,Yes,Yes,Yes,Webpage,"Environment, agriculture and natural resources","The page provides downloadable forms and guidelines related to construction procedures in Kanton Luzern, including web-based eFormulare for submitting various types of construction requests electronically.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.sz.ch/behoerden/verwaltung/volkswirtschaftsdepartement/amt-fuer-raumentwicklung/ebau.html/11056,eBau,eBau,schwyz,"The page describes ""eBau"", an electronic building permit procedure aimed at handling building permit processes electronically in the Canton of Schwyz.",Yes,Yes,Yes,Document,"Maps, infrastructures and territorial planning","Discusses eBau, an electronic building permit procedure, and provides guides for its usage.",1,TRUE,0,FALSE,0,1,TRUE,TRUE,TRUE,0,4
https://www.ag.ch/de/verwaltung/bvu/bauen/baubewilligungen/ebau-aargau/ebau-haeufige-fragen-support,"eBau Aargau, Smart Service Portal","eBau Aargau, Smart Service Portal",aargau,"The page provides FAQs and support information for eBau Aargau, a digital service for building permit applications. It also mentions the Smart Service Portal for technical support.",Yes,Yes,Yes,PDF,"Maps, infrastructures and territorial planning","The page provides a FAQ and support for the eBau Aargau software, which is used for electronic building permit processes.",2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,2,2
https://av.tg.ch/themen/edis-tg.html/13470,"EdIS-TG,SVS,LehrerOffice,ABACUS","EdIS-TG,SVS,LehrerOffice,ABACUS",thurgau,"The page details EdIS-TG, a software solution provided to school communities for managing legally required data, including the SVS school administration system, LehrerOffice for teaching, and ABACUS for financial management.",Yes,Yes,Yes,PDF,Education,"The page discusses EdIS-TG, a software solution for school communities, and provides various guides and manuals in PDF format.",3,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,1,2
https://www.fr.ch/de/alltag/vorgehen-und-dokumente/sonder-und-sozialpaedagogische-institutionen-des-kantons-freiburg-dokumente,"EDISES, OLMIS","EDISES, OLMIS",freiburg,The page provides various documents and guidelines for special and social pedagogical institutions in the Canton of Fribourg. It mentions software like EDISES and OLMIS for specific administrative and operational tasks.,Yes,No,Yes,Webpage,Social and public security,"The page provides various documents and guidelines for special and social pedagogical institutions, including user manuals for EDISES and OLMIS software.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.volksschulen.bs.ch/unterricht/digitalisierung_edubs-book.html,eduBS-Book,eduBS-Book,basel_stadt,"The page discusses the eduBS-Book, a digital device provided to students starting from the 5th grade, and includes FAQs and guidelines for its use.",Yes,No,Yes,Webpage,Education,"The page discusses the eduBS-Book, a digital device provided to students in the 5th grade, and offers online guides for its usage.",2,TRUE,0,FALSE,0,1,TRUE,FALSE,TRUE,0,4
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc-2017.html/7413,eFisc,eFisc,thurgau,The page provides download links for the eFisc2017 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,"The page offers download links for eFisc2017, a tax declaration software, along with installation instructions.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2014.html/2962,eFisc,eFisc,thurgau,The page offers download files for the eFisc2014 tax declaration software for multiple operating systems.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides download links for eFisc2014, a tax declaration software.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2015.html/2960,eFisc,eFisc,thurgau,The page provides download options for the eFisc2015 tax declaration software for various operating systems.,Yes,Yes (download and installation guide),No,Webpage,Finance and taxes,The page provides download links and installation instructions for eFisc2015 tax software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2016.html/2959,eFisc,eFisc,thurgau,The page offers download files for the eFisc2016 tax declaration software for multiple operating systems.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides download links for eFisc2016, a tax declaration software, along with installation instructions for various operating systems.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2018.html/9236,eFisc,eFisc,thurgau,The page provides download links for the eFisc2018 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,The page offers downloads for eFisc2018 tax software and provides installation instructions for various operating systems.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2020.html/10903,eFisc,eFisc,thurgau,The page offers download options for the eFisc2020 tax declaration software for different operating systems.,Yes,Yes,No,Webpage,Finance and taxes,The page provides download links and installation instructions for eFisc2020 tax software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2022.html/14104,eFisc,eFisc,thurgau,The page provides download links for the eFisc2022 tax declaration software for various operating systems.,Yes,Yes (installation guide),No,Webpage,Finance and taxes,The page offers downloads for eFisc2022 tax software and provides installation instructions.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/sysemanforderungen-efisc2012.html/3253,eFisc,eFisc,thurgau,The page lists system requirements for the eFisc2012 tax declaration software.,Yes,Yes (webpage guide),No,Webpage,Finance and taxes,"The page provides system requirements for the eFisc2012 tax declaration software, compatible with various operating systems.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2013.html/3252,eFisc,eFisc,thurgau,The page outlines the system requirements for the eFisc2013 tax declaration software.,Yes,Yes,No,Webpage,Finance and taxes,The page provides system requirements for the eFisc2013 tax declaration software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2014.html/3251,eFisc,eFisc,thurgau,This page details the system requirements for the eFisc2014 tax declaration software.,Yes,Yes,No,Webpage,Finance and taxes,"The page outlines the system requirements for the eFisc2014 tax declaration software, including supported operating systems and hardware requirements.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2015.html/3250,eFisc,eFisc,thurgau,The page provides system requirements for the eFisc2015 tax declaration software.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides system requirements for the eFisc2015 tax software, compatible with various operating systems.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2017.html/7414,eFisc,eFisc,thurgau,The page lists system requirements for the eFisc2017/2018 tax declaration software.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides system requirements for the eFisc tax declaration software, compatible with Windows, macOS, and Linux.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/informationen/faq/efisc-stuererklaerungssoftware.html/3827,eFisc,eFisc,thurgau,"The page provides FAQs and troubleshooting tips for the eFisc tax declaration software, including installation and application issues.",Yes,Yes (webpage guide),Yes,Webpage,Finance and taxes,"The page provides detailed information about eFisc, a tax declaration software, including its features and updates.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware.html/2958,eFisc,eFisc (multiple versions),thurgau,"The page offers downloads for various versions of the eFisc tax declaration software, which is updated annually by the Thurgau Tax Administration for Windows, macOS, and Linux systems.",Yes,Yes,No,Webpage,Finance and taxes,"The page offers eFisc, a tax declaration software, available for Windows, macOS, and Linux. It includes download links and support information.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,0
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/archiv-fisc2010-bis-efisc2013/download-efisc2012.html/3258,eFisc,eFisc2012,thurgau,"The page provides a download for eFisc2012, a tax declaration software that includes various features to facilitate the completion of tax forms.",Yes,Yes,Yes,Text,Finance and taxes,"The page offers a download for eFisc2012, a tax declaration software, and provides an installation guide.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/archiv-fisc2010-bis-efisc2013/download-efisc2013.html/3257,eFisc,eFisc2013,thurgau,"The page provides a download for the eFisc2013 software, which offers electronic submission of tax forms and data, along with features such as a detailed securities dialog, data import, and links to useful tax-related resources.",Yes,Yes,No,Text on webpage,Finance and taxes,"The page provides information and download links for eFisc2013, a tax declaration software, along with installation instructions.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2019.html/10120,eFisc,eFisc2019,thurgau,"The page offers a download for eFisc2019, a software for filing tax returns, compatible with multiple operating systems.",Yes,Yes,Yes,"Webpage, PDF",Finance and taxes,The page provides download links and installation instructions for eFisc2019 tax software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2019.html/10121,eFisc,eFisc2019,thurgau,The page lists the system requirements for the eFisc2019 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides system requirements for the eFisc2019 tax declaration software, including supported operating systems and hardware specifications.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2020.html/10906,eFisc,eFisc2020,thurgau,The page lists the system requirements for the eFisc2020 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,The page provides system requirements for the eFisc2020 tax software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2021.html/13114,eFisc,eFisc2021,thurgau,"The page provides a download link for eFisc2021, a tax declaration software for various operating systems.",Yes,Yes,Yes,Text,Finance and taxes,"The page provides download links and installation instructions for eFisc2021, a tax declaration software for various operating systems.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2021.html/13118,eFisc,eFisc2021,thurgau,The page lists the system requirements for the eFisc2021 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,The page provides system requirements for the eFisc2021 tax declaration software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2022.html/14115,eFisc,eFisc2022,thurgau,The page lists the system requirements for the eFisc2022 tax declaration software for various operating systems.,Yes,Yes (system requirements guide),No,Webpage,Finance and taxes,The page provides system requirements for the eFisc2022 tax software.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/systemanforderungen/systemanforderungen-efisc2023.html/15273,eFisc,eFisc2023,thurgau,The page lists the system requirements for the eFisc2023 tax declaration software for various operating systems.,Yes,Yes,No,Webpage,Finance and taxes,"The page provides system requirements for eFisc2023 tax software, compatible with Windows, Mac OS, and Linux.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-umwelt/abfall-chemie/abfallwirtschaft/egi-entsorgungsgenehmigung-via-internet/,EGI,EGI,solothurn,"The page provides details on EGI, an online system for applying for waste disposal permits.",Yes,No,Yes,PDF,"Environment, agriculture and natural resources","The page provides an online application system for waste disposal permits, including downloadable PDF guides for users.",2,FALSE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://uwe.lu.ch/themen/abfall/egi,EGI,EGI,lucerne,"The page provides information on the EGI system, an internet-based EDV program for waste disposal approvals in the Canton of Lucerne. It also includes a user manual for EGI.",Yes,Yes,No,Document,"Environment, agriculture and natural resources",The page discusses an online platform for disposal authorization in the Canton of Lucerne.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,6
https://www.sg.ch/wirtschaft-arbeit/pki/hinweise-fuer-benutzer-ejpd-sso-portal.html,"EJPD SSO-Portal, ASTRA, INFOSTAR, ZEMIS","EJPD SSO-Portal, ASTRA, INFOSTAR, ZEMIS",st_gallen,The page provides instructions for users on how to activate new cards and switch between Atos and Gemalto cards for the EJPD SSO Portal.,Yes,No,Yes,PDF,E-governance and administration,"Provides guidelines for using the EJPD SSO-Portal for various applications like ASTRA, INFOSTAR, ZEMIS, etc.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,3,4
https://www.sg.ch/wirtschaft-arbeit/pki/hinweise-fuer-gemeinden-kantonsspital.html,"EJPD SSO-Portal, ASTRA, INFOSTAR, ZEMIS, CardOS","EJPD SSO-Portal, ASTRA, INFOSTAR, ZEMIS, CardOS",st_gallen,The page provides guidance for municipalities and hospital employees on using PKI cards and related software.,Yes,Yes,No,Webpage,E-governance and administration,Provides guidelines on PKI smartcards for municipalities and hospitals.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,4,4
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/anleitung-ekonto.html,eKonto,eKonto,basel_stadt,"The page provides a step-by-step guide for registering and using eKonto, including how to set up 2-factor authentication.",Yes,Yes,No,Webpage,E-governance and administration,"The page provides a step-by-step guide for registering and using eKonto, a platform for e-governance services.",2,TRUE,16,FALSE,0,0,TRUE,FALSE,TRUE,0,4
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/ekonto-firmen-tutorial.html,eKonto,eKonto,basel_stadt,"The page provides a tutorial for eKonto, a platform for firms to manage various services and settings.",Yes,Yes,Yes,Webpage,E-governance and administration,The page serves as a tutorial for navigating the eKonto platform for firms.,2,TRUE,25,FALSE,0,0,TRUE,FALSE,TRUE,0,4
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/ekonto-nutzungsbedingungen.html,eKonto,eKonto,basel_stadt,"The page outlines the terms and conditions for using eKonto, including user responsibilities and legal aspects.",Yes,Yes,No,Webpage,E-governance and administration,"The page outlines the terms and conditions for using the eKonto, a central electronic portal for government services in Basel-Stadt.",2,TRUE,0,FALSE,0,0,TRUE,FALSE,TRUE,0,3
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/ekonto-privat-tutorial.html,eKonto,eKonto,basel_stadt,"The page serves as a tutorial for private customers using eKonto, detailing various functionalities and settings.",Yes,Yes,No,Webpage,E-governance and administration,"The page provides a tutorial on how to use eKonto, a platform for e-governance services.",2,TRUE,20,FALSE,0,0,TRUE,FALSE,TRUE,0,4
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/faq-ekonto.html,eKonto,eKonto,basel_stadt,"The page contains FAQs about eKonto, a digital account service provided by IT BS for e-government services.",Yes,Yes,No,Webpage,E-governance and administration,"The page serves as an FAQ for eKonto, a software used for e-governance in Basel-Stadt.",2,TRUE,0,FALSE,0,0,TRUE,FALSE,TRUE,0,3
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsversorgung/restkostenfinanzierung/stationaer/elektronische-abrechnung,elektronischen Abrechnung,,aargau,"The page outlines the process for healthcare providers to submit invoices electronically, but does not specify the name of any software or online service used for this purpose.",Yes,No,Yes,PDF,Health,"Discusses electronic billing for healthcare providers, including the use of Excel and PDF files for invoicing.",2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,2
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/abteilung-gesundheitsfoerderung/elektronisches-patientendossier/,Elektronisches Patientendossier (EPD),Elektronisches Patientendossier (EPD),appenzell_ausserroden,"The page provides information about the Elektronisches Patientendossier (EPD), a system for storing and managing personal health data.",Yes,Yes,Yes,Webpage,Health,"The page provides information on the Electronic Patient Dossier (EPD), a software allowing individuals to manage and share their medical data with healthcare professionals.",2,FALSE,2,FALSE,0,2,TRUE,TRUE,TRUE,1,7
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/arztpersonen/qualitaetssicherung-emedko,emedko,emedko,aargau,The page details the use of the emedko electronic application for medical checks related to driving licenses and professional transport permits.,Yes,Yes,Yes,PDF,Health,"The page discusses the electronic application ""emedko"" used for periodic medical examinations related to driving fitness.",3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,2
https://www.ag.ch/de/verwaltung/bvu/raumentwicklung/digitale-services/eplanung-hilfe-infos,ePlanung,ePlanung,aargau,"The page serves as a hub for various resources related to ePlanung, including PDF briefs for different stakeholders.",Yes,No,Yes,PDF,"Maps, infrastructures and territorial planning","The page provides information and PDF guides about ePlanung, a digital service for regional planning.",4,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,2
