page_link,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic,page_content,canton
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/chemie-biosicherheit/einsatzplanung,No,No,No,,,"Discusses the planning and preparation for emergency situations, specifically in the context of chemical safety.",aargau
https://www.ag.ch/de/verwaltung/sk/recht/rechtsdienst/beschwerde,No,No,No,,,Provides information on the complaint procedure within the Canton of Aargau's administration.,aargau
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/praevention/betrug,Partially,No,No,,,"Discusses various types of fraud, including telephone scams and online scams, with a brief mention of fake Microsoft support scams.",aargau
https://www.ag.ch/de/verwaltung/bvu/test-dynamische-inhalte?dc=58feb05c-897c-41eb-8c62-45f674124b72_de,No,No,No,,,Appears to be a login page for accessing electronic services of the cantonal administration.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=waffenerwerbsschein-beantragen-4cb753b7-736e-4f35-8c55-5a67dd8996ce_de,Partially,No,No,,,"Provides information on how to apply for a firearms acquisition permit, mentions a software update related to layout changes in the permit.",aargau
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=a5085d61-720e-4078-b953-7c556ac3de64_de,No,No,No,,,"Describes a workshop on graffiti and street art, including its history and techniques, for school classes.",aargau
https://www.ag.ch/de/verwaltung/bvu/test-dynamische-inhalte?dc=721ac306-c39b-46f6-8116-dcf8a0280080_de,No,No,No,,,Appears to be another login page for accessing electronic services of the cantonal administration.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=informationen-zu-den-wahlen-am-20-oktober-2019-bbeaaf4b-da74-4971-bf9f-c9390b9b48f8_de,No,No,No,,,"The page provides information about elections held on October 20, 2019, in the Canton of Aargau, including how to vote and where to find results.",aargau
https://www.ag.ch/de/verwaltung/bvu/energie/bauen-energie/vollzugshilfen-und-formulare,No,No,No,,,"The page provides guidelines and forms related to energy laws and regulations, focusing on building and energy technology.",aargau
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/grundstueckerwerb-durch-auslaender/uebersicht,No,No,No,,,The page provides information and guidelines on the acquisition of real estate in Switzerland by foreign individuals.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=beleuchtungsentschaedigung-beantragen-b4b97614-0d23-4bf7-b56e-83da3cf031f7_de,No,No,No,,,"The page provides information on how municipalities can apply for lighting compensation for cantonal roads, including the required documents and conditions.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=freiwilligengrabung-bringt-neue-erkenntnisse-fuer-vindonissa-586c3c80-7e77-46e6-a25e-b8fa70532adc_de,No,No,No,,,The page discusses an archaeological dig in Gebenstorf that provided new insights into a Roman settlement and its connection to the legionary camp Vindonissa.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=10%27000-fuehrerausweise-im-kreditkartenformat-ausgestellt-d93edd0d-27cd-47b1-98f4-0d8728a98d51_de,Yes,No,No,,,"Discusses the issuance of driver's licenses in credit card format and mentions VIACAR, a software for road traffic and shipping offices.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neue-steuerstatistik-eroeffnet-neue-perspektiven-f149f52f-7a61-4741-a196-cce300dd8c3e_de,Yes,No,No,,,"Discusses the implementation of a new tax law and mentions VERANA, a software for computer-assisted tax assessment.",aargau
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/kantonsbibliothek/recherche-und-forschung,Yes,No,No,,,"Provides information on various digital resources, including e-books and databases, accessible through the Kantonsbibliothek.",aargau
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/umwelt/umweltdaten-portal-envis,Yes,No,No,,,"Discusses EnVIS, a WebGIS application for environmental data monitoring and analysis.",aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=jagdstatistik-erfassen-290998da-82d0-425d-9fb7-7d39235bcb05_de,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources",Provides an electronic application for capturing hunting statistics and offers PDF guides for its usage.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=solidaritaetsbeitrag-fuer-opfer-von-fuersorgerischen-zwangsmassnahmen-vor-1981-4dbeb12b-8127-43d8-95d0-91d7b75f1c23_de,No,No,No,,,Discusses a federal law for the reparation of victims of coercive measures before 1981.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-kanton-aargau-plant-ergaenzende-soforthilfe-zu-den-unterstuetzungsmassnahmen-des-bundes-aad8607b-f4cb-4a07-98e7-9f234b669135_de,No,No,No,,,Discusses the economic impact of COVID-19 and outlines the financial aid packages planned by the Kanton Aargau.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-telefondienst-fuer-medizinische-notfallberatung-5040eaa3-ceea-4223-bb6a-691ee21f0fcb_de,No,No,No,,,Discusses the establishment of a telephone hotline for medical emergency advice related to COVID-19.,aargau
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/bevoelkerungsschutz/katastrophenvorsorge-(katavo)/verhaltensempfehlungen/sirenensignale,No,No,No,,,Provides guidelines on how to respond to different types of siren alarms for emergency situations.,aargau
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=95febeb4-de0e-4708-af6e-6251e3513daa_de,Yes,No,No,,,"Discusses ""ZeroAdmin,"" a web-based tool that autonomously creates offers based on digital drawings of models or components.",aargau
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/bevoelkerungsschutz/katastrophenvorsorge-(katavo)/verhaltensempfehlungen/trockenheit-waldbrandgefahr,No,No,No,,,The page provides general recommendations for behavior during dry conditions and wildfire risks.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erfahrungen-fuers-leben-832b38ce-fd4c-4802-a335-576b60626b76_de,No,No,No,,,The page discusses the responsibilities of the Civil Protection unit in caring for the population during emergencies.,aargau
https://www.ag.ch/de/verwaltung/dfr/geoportal/agis-netzwerk,Yes,No,No,,,"The page describes the AGIS Service Center's role in providing geoinformation infrastructure, including GIS software and licensing.",aargau
https://www.ag.ch/de/verwaltung/bvu/ueber-uns/organisation/vertretungen-kommissionen/jagdpruefungskommission,No,No,No,,,The page provides information about the Hunting Examination Commission and its members.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gemeinderatswahlen-fuer-die-amtsperiode-2002-2005-70b2d1b7-ead0-41a0-894b-d23ebc523422_de,No,No,No,,,"The page discusses the simultaneous election of the Municipal Council and the Mayor and Deputy Mayor, as well as the legal requirements for voting.",aargau
https://www.ag.ch/de/verwaltung/dfr/geoportal/geodaten/kartendownload,Yes,Yes,Yes,Textual,"Maps, infrastructures and territorial planning",The page offers a ZIP file containing an EMF file that can be edited in text processing software like Office Word or OpenOffice. It includes instructions for editing.,aargau
https://www.ag.ch/de/verwaltung/dfr/geoportal/online-karten,Yes,Yes,Yes,"Textual, PDF","Maps, infrastructures and territorial planning","The page provides information on how to use online maps, including features like measuring distances, printing maps, and obtaining property owner information.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-rueckbau-der-mobilen-hochwassersperren-im-verlauf-der-woche-geplant-18717777-33aa-4c02-9f00-530643e2c918_de,No,No,No,,,The page discusses the current flood situation in the Kanton Aargau and the measures being taken to manage it.,aargau
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/hr-aargau/pki-zertifizierungen,Yes,Yes,Yes,"Textual, PDF",E-governance and administration,"The page provides instructions for PKI certification, including how to apply for and renew digital certificates for various administrative tasks.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=feuerbrandbekaempfung-7b630736-a348-4dd9-99ab-e09e50a47768_de,No,No,No,,,"The page discusses the strategies and measures for combating fire blight, a plant disease, in the Kanton Aargau.",aargau
https://www.ag.ch/de/verwaltung/dfr/steuern/quellensteuer/arbeitgebende/tarife-wegleitungen,No,No,No,,,The page provides information on tax rates and guidelines for employers in the Canton of Aargau.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=jubilaeum-10-jahre-wettbewerb-funkenflug-55dceec0-b364-47c7-a892-0a61e129417f_de,No,No,No,,,"The page celebrates the 10th anniversary of the Funkenflug competition, which awards exemplary cultural projects in schools.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=nachaktion-feuerbrand-55056fd8-beb8-4461-b907-a5729538929a_de,No,No,No,,,"The page discusses measures taken to combat fire blight, a plant disease, in the Canton of Aargau.",aargau
https://www.ag.ch/de/verwaltung/dgs/ueber-uns/dossiers-projekte/aktivtag-lernende,No,No,No,,,"The page describes an activity day for learners in the Canton of Aargau, focusing on social interactions and community service.",aargau
https://www.ag.ch/de/verwaltung/bks/hochschulen/wissens-technologietransfer,,,,,,Unable to retrieve content from the web page for analysis.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=kollektivgesellschaft-neueintragung-bbe4158a-06bc-4d53-8f83-a812e6de9b16_de,No,No,No,,,The page provides information on the requirements and procedures for registering a new collective society in the Canton of Aargau.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2012-be3b08f6-e28d-444f-bb72-bbaa04e69a04_de,No,No,No,,,"The page provides information about the annual siren test in the Canton of Aargau, including what to do in case of a real alarm.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-d565e629-5256-4bc7-9566-eb51bfa9f7b8_de,No,No,No,,,Discusses the flood situation in the Canton of Aargau due to recent heavy rainfall.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2006-627f6009-ed33-47fb-984f-626fe46d5cec_de,No,No,No,,,Discusses the testing of sirens for emergency alerts in the Canton of Aargau.,aargau
https://www.ag.ch/de/verwaltung/dfr/steuern/quellensteuer/arbeitgebende/anmeldeformular,No,No,No,,,The page content is insufficient for a detailed summary.,aargau
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/wahlen/archiv?dc=41d6035d-82ea-4981-82e8-a75a4ad95159_de,No,No,No,,,"Provides information on the total renewal elections of the National Council held on October 18, 2015, in the Canton of Aargau.",aargau
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/staatsarchiv/veranstaltungen-weiterbildung,No,No,No,,,"Discusses events, tours, and educational programs offered by the Aargau State Archives.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=morgen-heulen-die-sirenen-im-aargau-testweise-0f0706d2-2f1d-4343-aae7-8870605ee5ea_de,No,No,No,,,Discusses a scheduled test of emergency sirens in the Canton of Aargau.,aargau
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/gemeinden/aufgaben,Yes,No,No,,E-governance and administration,"Discusses the responsibilities and procedures of municipal election offices in the Canton of Aargau, including the use of VeWork election software.",aargau
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuerthemen/steuerpflichten,No,No,No,,,"The page provides information on tax obligations, including various PDF guides related to taxation.",aargau
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/umwelt/grundwasser/grundwassernutzung-schutzzonen,No,No,No,,,"The page discusses various aspects of groundwater use and protection zones, including regulations and documentation.",aargau
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/rechtsaufsicht/kreissschreiben-weisungen-und-empfehlungen,No,No,No,,,"The page offers various guidelines and circulars related to municipal governance, including finance and legal matters.",aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=fischfangstatistik-einreichen-af4c55e8-2bb3-44ae-96d9-36efd79dad25_de,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources",The page provides a platform for submitting fishing statistics and offers PDF guides on how to use the application.,aargau
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/grundstueckerwerb-durch-auslaender/haeufige-fragen,No,No,No,,,The page provides information about regulations and frequently asked questions regarding the acquisition of real estate by foreigners in Switzerland.,aargau
https://www.ag.ch/de/themen/coronavirus/massnahmen-und-verhaltensempfehlungen/reisende/einreise-aus-staaten-oder-gebieten-mit-erhoehtem-infektionsrisiko/bestaetigungsmail-fremdsprachen/deutsch,No,No,No,,,"The page provides guidelines for travelers entering Switzerland from areas with increased infection risk, including quarantine requirements.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=rekord-winter-2008-09-818a53bd-14cb-4207-bde4-84baacd160e5_de,No,No,No,,,"The page discusses the challenges and statistics of the winter season of 2008/09, focusing on the efforts of the cantonal winter service.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenenprobealarm-2002-d5b9b0d9-4f6a-405a-b6df-4b4822629f73_de,No,No,No,,,The page describes a nationwide test of the siren system used for alerting the population in case of disasters or war.,aargau
https://www.ag.ch/de/verwaltung/dvi/strafverfolgung-strafvollzug/jva-lenzburg/portrait,No,No,No,,,"The page provides an overview of the JVA Lenzburg prison, its mission, and the services it offers, including security measures and staff training.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-repetitives-testen-an-schulen-ab-16-august-2021-8356e467-48d8-477b-a2e4-39da41e3322b_de,No,No,No,,,"The page provides information about the resumption of repetitive COVID-19 testing in schools, businesses, and healthcare facilities starting from August 16, 2021.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=einbau-von-hochwasser-sperren-auch-in-wallbach-4ea86aeb-05bd-48d6-ae7f-b2d2a8767f7c_de,No,No,No,,,The page discusses the installation of flood barriers in Wallbach due to heavy rainfall.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=46-kulturprojekte-erhalten-swisslos-fonds-beitraege-0cb3cff1-df55-4a3b-8186-9da99a4fd844_de,No,No,No,,,The page discusses 46 cultural projects that have received contributions or deficit guarantees from the Swisslos Fund.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=geodaten-beziehen-25a98e5f-f777-4bca-92d4-3a8a8e9a0ff3_de,Yes,Yes,Yes,Webpage/PDF,"Maps, infrastructures and territorial planning","The page provides a guide on how to access and download geospatial data, including costs and legal frameworks.",aargau
https://www.ag.ch/de/verwaltung/bks/hochschulen/wissens-technologietransfer/technopark-aargau,,,,,,The page is not accessible (404 error).,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=informationsveranstaltungen-zum-energierecht-9d1506cf-af2d-416b-8f1c-f283b91a25d8_de,No,No,No,,,"The page discusses informational events on energy law, focusing on new regulations and checklists for compliance.",aargau
https://www.ag.ch/de/verwaltung/bvu/mobilitaet-verkehr/strasseninfrastruktur/signalisation-und-markierungen/richtlinien,No,No,No,,,"The page provides guidelines on road signalization and markings, including various PDFs related to the topic.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=strategien-fuer-die-aargauer-bibliothekslandschaft-e8c1809e-662b-49c3-b46a-76dd5f23a6b6_de,No,No,No,,,"The page discusses strategies for libraries in the digital age, including challenges and development plans.",aargau
https://www.ag.ch/de/verwaltung/bvu/raumentwicklung/innenentwicklung/werkzeugkasten/werkzeugkasten-2,No,No,No,,,"The page offers a toolbox for municipalities and planners, providing specific information on spatial planning and societal topics.",aargau
https://www.ag.ch/de/verwaltung/bvu/mobilitaet-verkehr/fuss-veloverkehr,No,No,No,,,The page focuses on strategies and plans for the development of pedestrian and bicycle traffic in the Canton of Aargau.,aargau
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/agobis/aktuelle-meldungen,Yes,No,Yes,PDF,E-governance and administration,"The page provides updates on AGOBIS, a digital land registry system, including maintenance schedules and user manuals.",aargau
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/egvt/hinweise-banken,Yes,No,No,,,"The page provides information on electronic business transactions (eGVT) for banks, including technical and legal guidelines.",aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=bestnoten-fuer-aargau-im-vergleich-der-kantonsfinanzen-614f2760-8d4a-412b-bf1a-c1327a471df2_de,No,No,No,,,"The page discusses a study on the financial situation of the Canton of Aargau, highlighting its strong performance in various financial metrics.",aargau
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jugendarbeitslosigkeit/hilfe-bei-der-lehrstellensuche,No,No,No,,,The page offers resources and support services for young people in the Canton of Aargau who are looking for apprenticeships.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=fuer-zwischenloesung-nach-obligatorischer-schulzeit-anmelden-f0df4b85-ee60-4e7d-9872-dc4d78d9811c_de,No,No,No,,,"The page provides information on how to register for interim solutions after compulsory schooling, including the use of the ""Wegweiser"" platform for the application process.",aargau
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/agobis,Yes,Yes,Yes,PDF,E-governance and administration,"The page provides detailed information on AGOBIS, a digital land registry system, including user manuals and specific forms for different user groups.",aargau
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=544d6779-5abc-4fc1-a090-7fde98c20f2c_de,No,No,No,,,The page is about an educational program where students explore construction as an artistic motif using large elements like gears.,aargau
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/ausgrabungen-untersuchungen?dc=ca3cdddf-1e16-42c6-bf77-9a5f0ddd6aed_de,No,No,No,,,The page discusses an archaeological field course where volunteers learn about excavation techniques and the history of the site.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=ambrosia-jetzt-ausreissen-bddb876a-ce72-4d9b-9add-ae93e231efed_de,No,No,No,,,The page discusses the efforts to control the spread of the allergenic plant Ambrosia in Aargauer municipalities.,aargau
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=niederschlaege-und-temperaturanstieg-fuehren-zu-erhoehtem-hochwasser-risiko-im-kanton-aargau-9a1dfdaf-9311-4a58-9abc-b726f4d7ec3f_de,No,No,No,,,The page discusses the increased risk of flooding in the Kanton Aargau due to recent rainfall and temperature rise.,aargau
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=stipendien-und-darlehen-beantragen-9a437bdd-98dd-4539-99c8-18a323290f08_de,No,No,No,,,The page provides information on how to apply for scholarships and loans for education in the Kanton Aargau.,aargau
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/chemie-biosicherheit/stoerfallvorsorge/formulare,No,No,No,,,The page provides various forms and guidelines related to emergency preparedness for chemical incidents in the Kanton Aargau.,aargau
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/zivilschutz/zivilschutzausbildung/grundfunktion-betreuer,No,No,No,,,"The page provides information on the role of a caregiver in emergency situations, including possible further training options in various functions.",aargau
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/einkommen-aus-taetigkeit/land-und-forstwirtschaft/aufwand/ausserordentlicher-aufwand.html,No,No,No,,,Discusses accounting terms related to extraordinary expenses in agriculture.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/abzuege/behinderungsbedingte-kosten.html,No,No,No,,,Discusses tax deductions related to disability-related costs.,bern
https://www.police.be.ch/de/start.html?newsID=3ab0c863-95ae-4a70-aeff-73dc4dc05a61,No,No,No,,,Announces traffic disruptions in Bern due to an Imagine Dragons concert.,bern
https://www.police.be.ch/de/start.html?newsID=8d75ee2e-182c-45a7-a333-eb2919dbad3f,No,No,No,,,Announces high traffic in Bern due to a Céline Dion concert.,bern
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=3588cd4b-cd1e-32a7-b6b9-0e53643e95a5,No,No,No,,,Discusses the progress of vote counting for a federal referendum in 2002.,bern
https://www.akvb-gemeinden.bkd.be.ch/de/start/angebote-der-gemeinde/sichere-schulwege/verantwortlichkeiten.html,No,No,No,,,The page discusses responsibilities related to safe school routes.,bern
https://www.gsi.be.ch/de/start/dienstleistungen/berufe/berufsbewilligungen/psychotherapeutin-und-psychotherapeut.html,No,No,No,,,The page provides information on the prerequisites and procedures for psychotherapists to obtain professional permits.,bern
https://www.police.be.ch/de/start.html?newsID=4e795baf-98ae-4274-8ee5-f4d5e39d9747,No,No,No,,,The page informs about traffic restrictions in Bern due to the 27th Swiss Women's Run.,bern
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=b6ed9779-292e-32a0-8884-f764c358258a,No,No,No,,,The page discusses the annual testing of 1255 sirens in the Canton of Bern for emergency alerting.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/land-und-forstwirtschaft/steuerbarer-erfolg.html,No,No,No,,,The page discusses the concept of taxable success.,bern
https://www.sv.fin.be.ch/de/start/themen/steuern-berechnen.html,No,No,No,,,The page provides information on calculating taxes for individuals and legal entities.,bern
https://www.police.be.ch/de/start.html?newsID=02b8a104-438e-46a6-bcdd-30eccc4addc5,No,No,No,,,The page discusses travel recommendations for an upcoming football match at Stade de Suisse.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/land-und-forstwirtschaft/aufwand/direktaufwand.html,No,No,No,,,The page outlines the direct expenses involved in agricultural production.,bern
https://www.sv.fin.be.ch/de/start/themen/steuererklaerung/steuererklaerung-ausfuellen-privatpersonen/steuererklaerung-unterjaehrig.html,No,No,No,,,The page discusses tax obligations in cases of death or moving abroad.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/abzuege.html,No,No,No,,,The page provides information on various tax deductions.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/stammdaten/angaben-zu-kindern/kinderabzug-fuer-minderjaherige-kinder.html,No,No,No,,,The page discusses tax deductions for parents with minor children.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/berufskosten/auswaertiger-wochenaufenthalt.html,No,No,No,,,The page provides information on tax deductions for work-related travel and accommodation.,bern
https://www.bsm.sid.be.ch/de/start/themen/schutzbauten/schutzraumkontrolle.html,No,No,No,,,Discusses periodic control of civil protection shelters.,bern
https://www.sv.fin.be.ch/de/start/themen/steuererklaerung/steuererklaerung-ausfuellen-privatpersonen/steuererklaerung-ausfuellen-nov.html,No,No,No,,,Provides information on filling out tax returns for individuals who are subject to withholding tax in the canton of Bern.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/grundstuecke-im-privatvermoegen/amtlicher-wert/nutzniessung.html,No,No,No,,,Discusses the tax implications of usufruct rights on property.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/wertschriften/ergaenzungsblaetter.html,No,No,No,,,Provides information on additional forms for tax returns related to American assets and foreign dividends.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/berufskosten/uebrige-berufskosten/pauschalabzug_uebrige_berufskosten.html,No,No,No,,,Discusses the lump-sum deduction for miscellaneous professional expenses in tax returns.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/einkommen-aus-taetigkeit/selbstaendige-erwerbstaetigkeit/steuerbarer-erfolg/privatanteile.html,No,No,No,,,Discusses how to account for private use of business assets in tax returns for self-employed individuals.,bern
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=cf1195b3-8d3d-3be4-80b5-9801cbc85b35,No,No,No,,,Announces a water alarm test in the canton of Bern.,bern
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=dac69f4b-858e-3797-b4a0-a5e8b8176456,No,No,No,,,"The page discusses various administrative updates, including new tax forms and events in the Canton of Bern.",bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/land-und-forstwirtschaft/aufwand/betrieblicher-nebenaufwand.html,No,No,No,,,The page provides information on operational side expenses in the context of accounting for agricultural and forestry activities.,bern
https://www.sv.fin.be.ch/de/start/themen/steuererklaerung/steuererklaerung-ausfuellen-privatpersonen/steuererklaerung-fuer-personengesellschaften--erbengemeinschafte.html,Yes,No,No,,E-governance and administration,"The page provides guidelines for filing tax returns for different types of partnerships and communities of heirs, mentioning the use of TaxMe-Online and BE-Login for electronic processing.",bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/berufskosten/fahrkosten_oev.html,No,No,No,,,The page provides information on how to claim transportation costs for commuting via public transport in tax returns.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2022/verschiedene-einkuenfte/weitere-nicht-steuerbare-einkuenfte/unterstuetzungen-aus-oeffentlichen-oder-privaten-mitteln.html,No,No,No,,,"The page discusses tax-free public or private support, such as social welfare and scholarships, for individuals who are financially dependent.",bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/abzuege/beitraege-ahv-pk-saeule-3a/beitraege-zweite-saeule-pk.html,No,No,No,,,Discusses tax deductions related to the 2nd pillar of the pension scheme.,bern
https://www.weu.be.ch/de/start/themen/lebensmittelsicherheit/trinkwasser.html,No,No,No,,,Provides information on drinking water quality and safety measures.,bern
https://www.police.be.ch/de/start.html?newsID=4ad5f69b-66e0-4037-b25b-c0a5a5d2bdf8,No,No,No,,,Discusses high traffic expected due to a Foo Fighters concert in Bern.,bern
https://www.police.be.ch/de/start.html?newsID=fb082007-3220-472c-ba68-d18bbdccc5cc,No,No,No,,,Discusses parking and transportation arrangements for a football match between YB and FC Basel.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2019/stammdaten/angaben-zum-ehegatten.html,No,No,No,,,Provides guidelines for declaring income and assets for married couples.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/wertschriften/kosten-wertschriftenverwaltung.html,No,No,No,,,Discusses the costs associated with the storage and management of assets and securities.,bern
https://www.police.be.ch/de/start.html?newsID=f2d9a17e-c4aa-4be3-9398-a9df31b47a79,No,No,No,,,Discusses traffic disruptions in Bern during the Fasnacht festival.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/unselbstaendiger-erwerb/nebenerwerb.html,No,No,No,,,Discusses the conditions and types of secondary employment income.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/selbstaendige-erwerbstaetigkeit/allgemeine-angaben/zweigniederlassung.html,No,No,No,,,Discusses the definition and types of branch offices or business establishments.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/grundstuecke-im-privatvermoegen/pacht-waldbewirtschaftung-baurechte-quellenrechte-leistungen-dritter.html,No,No,No,,,"Discusses various undeclared revenues such as forest and lease income, construction and source rights, and subsidies.",bern
https://www.bvd.be.ch/de/start/themen/strassen/signalisation-wegweisung-markierung.html,No,No,No,,,"The page discusses road signs, markings, and signaling regulations in Bern, Switzerland.",bern
https://www.police.be.ch/de/start.html?newsID=60e7ee06-653b-42b3-95d0-3885114935a6,No,No,No,,,The page discusses traffic conditions in Bern during concerts and recommends the use of public transportation.,bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/einkommen-aus-taetigkeit/land-und-forstwirtschaft/ertrag.html,No,No,No,,,"The page provides information on revenue in the context of agriculture, referencing the KMU-Landwirtschaft accounting framework.",bern
https://www.wegleitung.sv.fin.be.ch/de/start/np2021/uebrigens-vermoegen/aufdach-photovoltaik-anlagen.html,No,No,No,,,"The page provides tax information related to rooftop photovoltaic systems, including how the tax value is calculated.",bern
https://www.police.be.ch/de/start.html?newsID=f6939bae-5342-4d10-b69a-70d91b61b2aa,No,No,No,,,The page discusses traffic disruptions in the Berner Oberland region due to the Tour de Romandie cycling event.,bern
