page_link,guide_format,doc_links,page_is_software_guide,page_contains_software_guide,software_name,guide_topic,canton,software_name_chatGPT,software_name_explanation,page_content,Main Content Elements,Search Function,Images,number_of_pages,Multimedia Elements,Hyperlinks,Navigation Menu,Interactive Elements,Accessibility Issues,Content Length,Instructions Divided into Sections,a Table of Contents,a FAQ Section,a Glossary,an Introduction Section,Installation Instructions,Multilingual Support,Low-frequency Jargon,Tables,Lists/Enumerations,an Instructive Example,Feedback Mechanisms
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/anteilunggefkageoportal-20191002.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,31,8,0,True,False,0,1,102,True,False,False,False,False,False,False,10,2,3,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/uag-87-gefahrenkarte.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,4,4,0,False,False,0,1,1062,True,False,False,False,False,False,False,50,18,0,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/umwelt-aargau-hochwassermanagement.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,8,6,0,False,False,0,1,2955,True,False,False,False,False,False,False,207,5,0,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/umwelt-aargau-ktaargau-geht-nicht-unter.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,3,5,0,False,False,0,1,2140,False,False,False,False,False,False,False,131,8,1,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/umwelt-aargau-wie-lese-ich-gefahrenkarte.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,294,6,0,False,False,0,1,2097,True,True,False,True,False,False,False,135,36,0,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/umwelt-aargau-rechtsgutachten.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,2,2,0,False,False,0,3,0,False,False,False,False,False,False,False,0,0,0,True,False
https://www.ag.ch/media/kanton-aargau/bvu/umwelt-natur/hochwasserschutz-und-gewaesser/gefahrenkarte-hochwasser/umwelt-aargau-aktualisierung-gefahrenkarte.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,"Geoportal (Online Karten), Webapplikation des Bundes ""Erstmeldung von Naturereignissen""",N/A,N/A,1,False,0,2,0,False,False,0,0,805,False,False,False,False,False,False,False,40,3,0,False,False
https://www.ag.ch/media/kanton-aargau/bvu/mobilitaet-und-verkehr/strasseninfrastruktur/integrales-management-system-ims/113-102-extern.pdf,PDF,,Yes,N/A,Integrales Management System (IMS),"Maps, infrastructures and territorial planning",aargau,Integrales Management System (IMS),N/A,N/A,1,False,49,12,0,True,False,0,2,752,True,False,False,True,False,False,False,11,0,6,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/116_wl_01.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,3,6,0,False,False,0,1,2388,True,True,False,False,False,False,False,100,1,0,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/116_wl_02.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,7,8,0,False,False,0,2,2568,True,True,False,False,False,False,False,105,3,7,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/116_lf_01_V11_1.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,6,53,0,False,False,0,3,8998,True,True,False,False,True,False,False,359,84,41,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/Ergaenzung_Leitfaden_GK_Nachfuehrung_2014.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,0,2,0,True,False,0,0,605,True,False,False,False,False,False,False,52,3,6,False,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/fb-07-05.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,9,30,0,True,False,0,3,6074,False,True,False,True,True,False,False,223,36,1,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/arbeitshilfe_wassergefahren.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,3,7,0,True,False,0,1,1155,True,True,False,False,True,False,False,69,0,24,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/pdf/wasser/315_ph_01.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,3,25,0,False,False,0,0,3276,True,True,False,False,False,False,False,186,12,0,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/116_ah_02.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,8,8,0,True,False,0,2,943,True,True,False,False,True,False,False,39,4,30,True,False
https://so.ch/fileadmin/internet/bjd/bjd-afu/91_Naturgefahren/Lesehilfe_Gefahrenkarte__PLANAT.pdf,PDF,,Yes,N/A,StorMe,"Maps, infrastructures and territorial planning",solothurn,StorMe,N/A,N/A,1,False,20,4,0,False,False,0,1,1014,True,False,False,False,False,True,False,34,3,0,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/datenbeschreibung/AWE_NG_Datenbeschreibung.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,33,0,False,False,0,0,9855,False,True,False,False,False,False,False,162,76,68,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/datenbeschreibung/AWE_NG_Darstellungsbeschreibung.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,150,26,0,True,False,0,1,7208,True,True,False,False,False,False,False,71,31,43,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/datenbeschreibung/AWE_NG_DTM_Datenbeschreibung.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,7,0,False,False,0,0,1461,False,True,False,False,False,False,False,77,9,10,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/datenbeschreibung/AWE_NG_PH_Datenbeschreibung.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,3,0,False,False,0,0,562,False,True,False,False,False,False,False,26,4,7,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download.ocFile/Erlaeuterungen_Gefahrenstufen.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,1,0,False,False,0,2,272,False,False,False,False,False,False,False,20,0,0,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_1262903687.ocFile/Erlaeuterungen_Intensitaeten.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,1,1,0,False,False,0,1,357,True,False,False,False,False,False,False,23,1,0,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_870401883.ocFile/AnleitungKarteWirkungsraeume.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,3,1,0,False,False,0,2,142,True,False,False,False,False,False,False,5,0,4,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_528580137.ocFile/AnleitungAusloesestellenHydrologieGeoportal.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,6,2,0,False,False,0,2,308,True,False,False,False,False,False,False,14,0,6,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist_co_1863903695/DownloadListPar/sgch_download.ocFile/DTM_NG_Weisung_20230207.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,32,20,0,True,False,0,2,3449,True,True,False,False,True,False,False,190,27,0,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist_co_1863903695/DownloadListPar/sgch_download_1262903687.ocFile/20211022_DTM_NG_Modelldokumentation.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,19,17,0,True,False,0,2,2974,True,True,False,True,True,False,False,168,16,7,True,False
https://www.sg.ch/bauen/geoinformation/gi/geodaten/ng/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_15923/AccordionPar/sgch_downloadlist_co_1863903695/DownloadListPar/sgch_download_126290.ocFile/Umgang%20mit%20INTERLIS%202%20NGDTM.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,4,0,True,False,0,1,605,True,True,False,False,False,False,False,24,1,0,True,False
https://services.geo.sg.ch/metadaten/uebersicht/GeodiensteSG_GeodienstAngebot.pdf,PDF,,Yes,N/A,Geodienste,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,197,20,0,True,False,0,1,2655,False,True,False,False,False,True,False,198,11,2,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_Einfuehrung.pdf,PDF,,Yes,N/A,Geodienste,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,7,2,0,False,False,0,1,433,True,True,False,False,False,True,False,25,0,1,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/baubewilligungen/Wegleitung_Baugesuch_und_Beilagen.pdf,PDF,,Yes,N/A,Baugesuch und Beilagen,"Maps, infrastructures and territorial planning",lucerne,,N/A,N/A,1,False,11,20,0,True,False,0,2,5365,True,True,False,False,True,True,False,272,12,173,True,False
https://grundbuch.lu.ch/-/media/Grundbuch/Dokumente/GRAVIS/gravis_bedienungsanleitung.pdf?la=de-CH,PDF,,Yes,N/A,GRAVIS,"Maps, infrastructures and territorial planning",lucerne,GRAVIS,N/A,N/A,1,False,105,45,0,True,False,0,1,5202,True,True,False,False,False,True,False,176,4,52,True,False
https://geoinformation.tg.ch/public/upload/assets/150647/Sabretooth.pdf?fp=1,PDF,,Yes,N/A,ThurGIS,"Maps, infrastructures and territorial planning",thurgau,"ThurGIS Mobile Edit,Sabretooth",N/A,N/A,1,False,41,10,0,True,False,0,2,1139,True,True,False,False,True,False,False,26,8,0,True,False
https://geoinformation.tg.ch/public/upload/assets/150648/ThurGIS_edit.pdf?fp=1,PDF,,Yes,N/A,ThurGIS,"Maps, infrastructures and territorial planning",thurgau,"ThurGIS Mobile Edit,Sabretooth",N/A,N/A,1,False,41,3,0,False,False,0,2,384,True,False,False,False,False,False,False,10,9,5,True,False
https://www.ag.ch/media/kanton-aargau/dvi/dokumente/arp/vermessungsamt/oerebk/benutzeranleitung-oereb-kataster.pdf,PDF,,Yes,N/A,"ÖREB-Client,OEREBlex","Maps, infrastructures and territorial planning",aargau,"ÖREB-Client,OEREBlex",N/A,N/A,1,False,32,19,0,True,False,0,2,1559,True,True,True,False,True,True,False,47,2,19,True,False
https://www.ag.ch/media/kanton-aargau/dvi/dokumente/arp/vermessungsamt/oerebk/kurzanleitung-oereb-kataster.pdf,PDF,,Yes,N/A,"ÖREB-Client,OEREBlex","Maps, infrastructures and territorial planning",aargau,"ÖREB-Client,OEREBlex",N/A,N/A,1,False,3,1,0,True,False,0,1,143,False,False,False,False,False,False,False,8,1,0,True,False
https://www.ag.ch/media/kanton-aargau/dvi/dokumente/arp/vermessungsamt/oerebk/benutzeranleitung-oereblex-frontend.pdf,PDF,,Yes,N/A,"ÖREB-Client,OEREBlex","Maps, infrastructures and territorial planning",aargau,"ÖREB-Client,OEREBlex",N/A,N/A,1,False,14,10,0,True,False,0,2,675,True,True,False,False,True,False,False,20,0,35,True,False
https://www.ag.ch/media/kanton-aargau/dvi/dokumente/arp/vermessungsamt/oerebk/oereb-faltflyer.pdf,PDF,,Yes,N/A,"ÖREB-Client,OEREBlex","Maps, infrastructures and territorial planning",aargau,"ÖREB-Client,OEREBlex",N/A,N/A,1,False,27,8,0,False,False,0,2,668,True,True,False,False,False,False,False,24,0,0,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/Merkblatt_GeodiensteSG_Nov2021__01-02.pdf,PDF,,Yes,N/A,Geodienste,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,6,1,0,False,False,0,1,175,True,False,False,False,False,False,False,7,2,0,True,False
https://zg.ch/dam/jcr:faaa9423-707f-47d5-b582-785f53faa329/Flyer%20%C3%96REB-Kataster%20(2021).pdf,PDF,,Yes,N/A,ÖREB-Kataster,"Maps, infrastructures and territorial planning",zug,,N/A,N/A,1,False,25,8,0,True,False,0,1,671,True,True,False,False,False,False,False,25,0,0,True,False
https://www.ag.ch/media/kanton-aargau/dfr/dokumente/geoportal/geodaten/geodaten-bestellen/4-2-6-2-geodatenliste.pdf,PDF,,Yes,N/A,Geodatenshop,"Maps, infrastructures and territorial planning",aargau,Geodatenshop,N/A,N/A,1,False,51,16,0,True,False,0,1,2572,True,True,True,False,True,False,False,72,1,12,True,False
https://www.ag.ch/media/kanton-aargau/dfr/dokumente/geoportal/agisviewer-handbuch.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,Online Karten,N/A,N/A,1,False,52,22,0,True,False,0,2,3968,True,True,False,False,True,True,False,98,15,34,True,False
https://www.ag.ch/media/kanton-aargau/dfr/dokumente/geoportal/onlinekarten-kurzuebersicht.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",aargau,Online Karten,N/A,N/A,1,False,79,1,0,False,False,0,2,131,True,False,False,False,False,False,False,4,2,0,True,False
https://www.ag.ch/media/kanton-aargau/bvu/bauen/baubewilligungen/ebauaargau/ebau-aargau-benutzeranleitung-gesuchseingabe-v2-1.pdf,PDF,,Yes,N/A,"eBau Aargau, Smart Service Portal","Maps, infrastructures and territorial planning",aargau,"eBau Aargau, Smart Service Portal",N/A,N/A,1,False,75,21,0,True,False,0,2,2774,True,True,False,False,False,False,False,106,2,7,True,False
https://geofiles.be.ch/internet/geo/dm/dm01av_be/agi-dm01-be-schulung-de.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,1186,65,0,False,False,0,2,5137,True,True,False,False,True,False,False,232,50,38,True,False
https://geofiles.be.ch/internet/geo/dm/dm01av_be/agi-dm01avbe11-de.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,1,63,0,False,False,0,1,12399,True,False,False,False,False,False,False,413,0,0,True,False
https://oerebfiles.apps.be.ch/docs/datenmodelle/dm16/Handbuch_DM16NplBE_V1_7_20180301.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,33,60,0,True,False,0,2,12512,True,True,True,False,True,False,False,510,59,73,True,False
https://oerebfiles.apps.be.ch/docs/datenmodelle/dm16/AnhangHandbuchDM16NplBE_de.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,1,13,0,True,False,0,1,3485,True,True,True,False,True,False,False,139,11,1,True,False
https://oerebfiles.apps.be.ch/docs/datenmodelle/dm16/Darstellungsempfehlung_DM16_d-V4.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,1,11,0,False,False,0,2,1424,True,True,False,False,False,False,False,98,5,0,True,False
https://oerebfiles.apps.be.ch/docs/datenmodelle/dm16/OEREBK_BE_Anleitung_Darstellungsmodell_DM16NplBE_v2_DE.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,33,18,0,True,False,0,2,2272,True,True,False,False,True,False,False,42,6,32,True,False
https://oerebfiles.apps.be.ch/docs/datenmodelle/dm16/%C3%96REBK_BE_DokumentationQualit%C3%A4tspr%C3%BCfungenDM16_D.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,0,9,0,True,False,0,1,2082,True,True,False,False,True,False,False,56,6,10,False,False
https://geofiles.be.ch/internet/geo/dm/dmrpe_be/DMRPE-BE-datenmodell-leitfaden-de.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,6,23,0,False,False,0,1,4499,True,True,False,True,False,True,False,218,23,1,True,False
https://geofiles.be.ch/internet/geo/dm/dmrpe_be/RPE-EBBE-berechnung-energiebedarf-kurzfassung-2020.pdf,PDF,,Yes,N/A,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","Maps, infrastructures and territorial planning",bern,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",N/A,N/A,1,False,0,20,0,True,False,0,0,5232,True,True,False,False,True,False,False,188,17,5,False,False
https://www.geo.bs.ch/dam/jcr:59300b55-5503-42c7-aa3e-c4d434375d39/Parametrisierter_Aufruf_MapBS_v4.pdf,PDF,,Yes,N/A,MapBS,"Maps, infrastructures and territorial planning",basel_stadt,MapBS,N/A,N/A,1,False,7,19,0,True,False,0,1,3364,True,True,False,False,True,False,False,140,28,18,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/organisation/finanzdirektion/personalamt/faktenblatt_buchungsjournal.pdf,PDF,,Yes,N/A,Elektronisches Verbuchungsjournal,Human resources,zurich,"SAP GUI, SAP Fiori Launchpad",N/A,N/A,1,False,5,4,0,False,False,0,1,421,True,False,False,False,False,False,False,27,0,10,True,False
https://ar.ch/fileadmin/user_upload/Departement_Gesundheit_Soziales/Amt_fuer_Gesundheit/05_AGF/221205_ehealth_Brosch_Patientendossier_v1_DE_1035.pdf,PDF,,Yes,N/A,Elektronisches Patientendossier (EPD),Health,appenzell_ausserroden,Elektronisches Patientendossier (EPD),N/A,N/A,1,False,4,32,0,True,False,0,2,3628,True,True,False,False,False,False,False,77,55,35,True,False
https://www.gsi.be.ch/content/dam/gsi/dokumente-bilder/de/dienstleistungen/formulare-gesuche-bewilligungen-nach-organisationsstruktur/gesundheitsamt/heime/beitraege-stationaer-anleitung-rvpflege-portal-v-1-3.pdf,PDF,,Yes,N/A,"eRV-Pflege, Google Chrome, Edge Chromium, Mozilla Firefox, IE (Internet Explorer), Microsoft Edge",Health,bern,"eRV-Pflege, Google Chrome, Edge Chromium, Mozilla Firefox, IE (Internet Explorer), Microsoft Edge",N/A,N/A,1,False,83,25,0,True,False,0,2,4742,True,True,False,False,False,True,False,89,2,44,True,False
https://www.gsi.be.ch/content/dam/gsi/dokumente-bilder/de/dienstleistungen/formulare-gesuche-bewilligungen-nach-organisationsstruktur/gesundheitsamt/heime/be-kt-beitraege-stationaer-anleitung-formatcsv-v1-1.pdf,PDF,,Yes,N/A,"eRV-Pflege, Google Chrome, Edge Chromium, Mozilla Firefox, IE (Internet Explorer), Microsoft Edge",Health,bern,"eRV-Pflege, Google Chrome, Edge Chromium, Mozilla Firefox, IE (Internet Explorer), Microsoft Edge",N/A,N/A,1,False,5,13,0,True,False,0,2,3558,True,True,False,False,False,False,False,88,26,10,True,False
https://www.ag.ch/media/kanton-aargau/dvi/dokumente/stva/koerperbehinderung-verkehrsmedizin/extranet-vertrauensaerzte/emedko-schulungsunterlagen-arzt-ag.pdf,PDF,,Yes,N/A,emedko,Health,aargau,emedko,N/A,N/A,1,False,8,1,0,True,False,0,2,364,True,False,False,True,False,False,False,8,0,5,True,False
https://www.ag.ch/media/kanton-aargau/dgs/dokumente/gesundheit/gesundheitsversorgung/restkostenfinazierung/anleitung-abrechnung-der-restkosten-fuer-stationaer-leistungserbringer-version-2.pdf,PDF,,Yes,N/A,elektronischen Abrechnung,Health,aargau,,N/A,N/A,1,False,40,12,0,True,False,0,2,1494,True,True,False,False,False,False,False,45,4,18,True,False
https://www.ag.ch/media/kanton-aargau/dgs/dokumente/gesundheit/gesundheitsversorgung/restkostenfinazierung/stationaer/technischer-ablauf/datensatz-softwarelieferanten-definitiv.pdf,PDF,,Yes,N/A,elektronischen Abrechnung,Health,aargau,,N/A,N/A,1,False,1,2,0,False,False,0,1,520,True,False,False,False,False,False,False,24,2,0,True,False
https://www.ag.ch/media/kanton-aargau/dgs/dokumente/gesundheit/gesundheitsversorgung/restkostenfinazierung/anleitung-abrechnung-der-restkosten-fuer-ambulante-leistungserbringer-version-2.pdf,PDF,,Yes,N/A,elektronischen Abrechnung,Health,aargau,,N/A,N/A,1,False,40,12,0,True,False,0,2,1479,True,True,False,False,False,False,False,41,4,18,True,False
https://www.ag.ch/media/kanton-aargau/dgs/dokumente/gesundheit/gesundheitsversorgung/restkostenfinazierung/ambulant/technischer-ablauf/dateispezifikation-zum-rechnungsupload.pdf,PDF,,Yes,N/A,elektronischen Abrechnung,Health,aargau,,N/A,N/A,1,False,0,1,0,False,False,0,0,178,True,True,False,False,False,False,False,9,1,0,False,False
https://sportamt.tg.ch/public/upload/assets/98199/e-mergency%20Anleitung%20Installation%20Android.pdf?fp=1,PDF,,Yes,N/A,e-mergency Notfall-App,Health,thurgau,e-mergency Notfall-App,N/A,N/A,1,False,123,3,0,False,False,0,1,267,True,False,False,False,False,True,False,3,10,17,True,False
https://sportamt.tg.ch/public/upload/assets/98200/e-mergency%20Anleitung%20Installation%20Apple.pdf?fp=1,PDF,,Yes,N/A,e-mergency Notfall-App,Health,thurgau,e-mergency Notfall-App,N/A,N/A,1,False,141,3,0,False,False,0,1,247,True,False,False,False,False,True,False,5,10,14,True,False
https://www.sv.fin.be.ch/content/dam/sv_fin/dokumente/de/tmo_leitfaden-jp_de.pdf,PDF,,Yes,N/A,TaxMe,Finance and taxes,bern,TaxMe-Online,N/A,N/A,1,False,1,1,0,False,False,0,1,212,False,False,False,False,False,False,False,4,0,0,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/themen/steuern-finanzen/steuern/quellensteuer/equest_anleitungen/quest_kurzanleitung_registrierung_2020.pdf,PDF,,Yes,N/A,eQuest,Finance and taxes,zurich,eQuest,N/A,N/A,1,False,41,4,0,True,False,0,2,537,True,False,False,False,False,False,False,10,0,0,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/themen/steuern-finanzen/steuern/quellensteuer/equest_anleitungen/quest_kurzanleitung_mitarbeiter_mutationen_2021.pdf,PDF,,Yes,N/A,eQuest,Finance and taxes,zurich,eQuest,N/A,N/A,1,False,82,8,0,True,False,0,2,1324,False,True,False,False,False,False,False,42,2,0,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/themen/steuern-finanzen/steuern/quellensteuer/equest_anleitungen/quest_kurzanleitung_export_import_mitarbeiter_2020.pdf,PDF,,Yes,N/A,eQuest,Finance and taxes,zurich,eQuest,N/A,N/A,1,False,41,5,0,True,False,0,2,654,False,True,False,False,False,False,False,10,2,0,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/themen/steuern-finanzen/steuern/quellensteuer/equest_anleitungen/quest_kurzanleitung_quellensteuerabrechnung_erstellen_2020.pdf,PDF,,Yes,N/A,eQuest,Finance and taxes,zurich,eQuest,N/A,N/A,1,False,56,5,0,True,False,0,2,712,True,True,False,False,False,False,False,14,4,0,True,False
