page_link,page_is_about_software,page_is_software_guide,page_contains_software_guide,type_of_software_guide,page_content,canton
https://www.zh.ch/de/migration-integration/integration/integrationsangebote/integrationsangebote-definition/eltern-kind-gartenkurs-duebendorf.html,No,No,No,,"Description of a parent-child gardening course in Dübendorf, aimed at social integration, environmental awareness, and community engagement, particularly for migrants.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-387-2016.html,Yes,No,No,,"Replacement procurement of hardware and software, bound edition, by the Directorate of Justice and the Interior in the Canton of Zurich.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/praevention-gesundheit-in-schule/schulinfo-krisensituationen.html,Yes,No,No,,"Information on crisis situations and safety in schools, including the availability of a Notfall-App for emergency instructions and contacts in the Canton of Zurich.",zurich
https://www.zh.ch/de/sport-kultur/sport/raum-fuer-sport.html,No,No,No,,"The page discusses public sports facilities in the region, including support for construction, reservation systems, and guidelines for optimal utilization.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-anstellung-arbeit/volksschule-arbeitsverhaeltnis-beginnen/anleitung-meldung-quellensteuer.html,No,No,No,,"The page provides instructions for reporting withholding tax for teachers and school leaders with foreign citizenship or Swiss citizenship living abroad, including the necessary documents and the process for submission.",zurich
https://www.zh.ch/de/sport-kultur/lotteriefonds/rechenschaftsbericht-rechnungsstellung.html,No,No,No,,"The page provides instructions for submitting an accountability report and invoicing for the Charitable Education Fund, including downloadable forms and contact information.",zurich
https://www.zh.ch/de/gesundheit/gesundheitsberufe/optometrie/bewilligung-eigenverantwortliche-taetigkeit.html,No,No,No,,"The page provides information on how to apply for a license to practice as an optometrist in the Canton of Zurich, including requirements, fees, and necessary documents.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-branchenqualifizierung.html,No,No,No,,The page is not accessible (404 error).,zurich
https://www.zh.ch/de/umwelt-tiere/luft-strahlung/radon.html,No,No,No,,"The page provides information about Radon, a radioactive gas, its health risks, and measures to protect against exposure in Switzerland, including regulations, guidelines for construction, and methods for measuring Radon concentration.",zurich
https://www.zh.ch/de/wirtschaft-arbeit/stellensuche-arbeitslosigkeit/anmeldung-rav-arbeitslosenkasse/anmelden-beim-rav.html,No,No,No,,"The page provides a guide for registering with the Regional Employment Center (RAV) in the Canton of Zurich for unemployment benefits and job search assistance, including the necessary documents, process, and contact information.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-1025-2021.html,Yes,No,No,,"The page details a decision by the Canton of Zurich's government regarding a postulate to utilize synergies in software usage within the canton, including downloadable PDFs of the decision.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2016-brb-24-ict-an-zuercher-volksschulen-2022.html,Yes,No,Yes,Webpage,"The page outlines the plan for the integration of ICT in Zurich's primary schools by 2022, including the development of digital learning resources, the implementation of the ICT-Guide, and the need for infrastructure and training.",zurich
https://www.zh.ch/de/politik-staat/wahlen-abstimmungen/logistik-wahlen-abstimmungen.html,No,No,No,,"The page provides information about the logistics of elections and referendums in the canton of Zurich, including voting materials, processes, and legal bases.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2018-brb-28-volksschule-neues-franzoesischlehrmittel-dis-donc-fuer-die-sekundarschule.html,No,No,Yes,Web Platform,"The page details the introduction of a new French teaching material ""dis donc!"" for secondary schools, including its structure, methodology, digital learning platform, and implementation schedule in the canton of Zurich.",zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/abfaelle/abfallanlagen/maschinen-geraete.html,No,No,No,,"The page outlines the air quality requirements for machines and devices depending on their purpose, age, and fuel type, specifically focusing on diesel soot regulations and emission controls in various industries, including construction and other industrial areas in the canton of Zurich.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/treuhaender.html,No,No,No,,"The page provides information about the Zurich tax book, including guidelines, circulars, and practical notes. It also offers tools like a tax calculator and contact details for tax offices in the canton of Zurich.",zurich
https://www.zh.ch/de/umwelt-tiere/tiere/bewilligungen-tieraerzte-heilmittel/newsletter-fuer-tieraerztinnen-und-tieraerzte.html,No,No,No,,"The page provides information on regulations and guidelines for veterinarians, including the disposal of medical waste and updates on animal diseases.",zurich
https://www.zh.ch/de/sicherheit-justiz/zivilschutz/ausbildungs-und-fachunterlagen-zivilschutz.html,No,No,Yes,"PDF, DOC, XLS","The page provides various training and technical materials for civil protection, including guides and manuals in different formats such as PDF, DOC, and XLS.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsangebote/integrationsangebote-definition/schulerfolg-ist-kein-zufall-fruehfoerderung-im-elternhaus.html,No,No,No,,The page is not accessible (404 error).,zurich
https://www.zh.ch/de/planen-bauen/baubewilligung/infos-baubehoerden-fachstellen/harmonisierung-baubegriffe.html,No,No,No,,"The page discusses the harmonization of construction terms in Switzerland, specifically in the Canton of Zürich, with the aim of standardizing key construction terms and measurements.",zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/abfaelle/sonderabfall/sonderabfall-gewerbe-industrie/betriebsnummer-beantragen.html,No,No,No,,The page provides instructions on how to apply for a VeVA business number required for companies that dispose of special waste or other controlled waste in Switzerland.,zurich
https://www.zh.ch/de/migration-integration/einbuergerung/informationen-fuer-behoerden-zur-einbuergerung/grundkenntnistest-gemeinden-schulen.html,Yes,No,No,,"The page describes a standardized, browser-based basic knowledge test developed by the Municipal Office of the Canton of Zürich for the ordinary naturalization procedure, assessing knowledge about geographical, historical, political, and social conditions.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-besonderer-bildungsbedarf/volksschule-angebote-regelschule/volksschule-schulinfo-deutsch-als-zweitsprache-daz.html,No,No,No,,"The page provides information on teaching German as a second language (DaZ) in the Canton of Zürich, including guidelines, methods, and materials for teachers, as well as details on the assessment and allocation of students to DaZ programs.",zurich
https://www.zh.ch/de/planen-bauen/geoinformation/geodaten/geodatenbezug/kostenlose-geodaten-beziehen.html,Yes,Yes (webpage guide),No,Webpage,"The page provides a guide on how to access and download free geodata using the GIS-Browser of the Canton of Zürich, including visual instructions and a video tutorial.",zurich
https://www.zh.ch/de/arbeiten-beim-kanton/fuer-hr-profis/handbuch-personalrecht/definition/begruendung-arbeitsverhaeltnis/stellenbeschreibung/stellenbeschreibungen-weisung.html,No,No,No,,"The page provides guidelines for job descriptions within the Canton of Zurich's administration, including the purpose, content, and instructions for completing job descriptions.",zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/13-integrationsmassnahmen/13-3-interinstitutionelle-zusammenarbeit-iiz/13-3-02-iiz-netzwerk-des-kantons-zuerich.html,No,No,No,,"The page details the inter-institutional collaboration network (IIZ) in the Canton of Zurich, focusing on the integration of individuals with complex, multifaceted challenges into the job market. It outlines the development, target group characteristics, and legal foundations of the IIZ network.",zurich
https://www.zh.ch/de/umwelt-tiere/naturschutz/biodiversitaetsfoerderung/projekte/naturschutz-projekte/flora_2022.html,No,No,No,,The page is not accessible (404 error).,zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/community/kriterien-fuer-beitraege-ans-designsystem.html,Yes,No,No,,"The page outlines criteria for contributing to the design system for websites and web applications in the Canton of Zurich. It details the requirements that components and patterns must meet, including usefulness, consistency with the existing design system, and versatility.",zurich
https://www.zh.ch/de/planen-bauen/bauvorschriften/bodenschutz/umgang-schadstoffbelasteter-boden.html,No,No,No,,"The page provides guidelines and regulations for handling contaminated soil in the Canton of Zurich. It includes instructions for professionals, builders, and municipal construction offices, detailing the process for assessing and managing soil contamination, legal foundations, and available resources.",zurich
https://www.zh.ch/de/gesundheit/coronavirus/coronavirus-impfung/stammdaten-erfassen-in-impfportal.html,No,No,No,,The content of the page could not be retrieved.,zurich
https://www.zh.ch/de/gesundheit/spitaeler-kliniken/qualitaet-listenspitaeler.html,No,No,No,,"The page outlines the quality requirements and controls for listed hospitals in the Canton of Zurich. It includes information on quality controlling, specifications for different medical areas, quality strategies, and guidelines for the correct recording of operators.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/steuern-juristische-personen/steuerwissen-juristische-personen.html,No,No,No,,"The page provides information on tax regulations for legal entities in the Canton of Zurich, including transitional provisions for status companies, implementation of STAF, participation deduction, expense regulations, and tax relief measures.",zurich
https://www.zh.ch/de/mobilitaet/gesamtverkehrsplanung/verkehrsgrundlagen/verkehrsdaten.html,Yes,No,Yes,PDF (Handbuch VDE-Anlagen),"The page provides information on traffic data collection in the Canton of Zurich, including the use of sensors and software for monitoring motorized and bicycle traffic. It mentions the development of new hardware and software influencing traffic data collection and provides a downloadable manual related to traffic engineering.",zurich
https://www.zh.ch/de/umwelt-tiere/landwirtschaft/direktzahlungen.html,No,No,No,,"The page provides information on direct payments in agriculture in the Canton of Zurich, including types of contributions, requirements, deadlines, ecological performance requirements, adjustments to regulations, and related documents and guides.",zurich
https://www.zh.ch/de/politik-staat/opendata/open-data-hilfsmittel.html,Yes,No,Yes,Webpage,"The page provides information about open data tools, including how to filter catalogs, use web services, and apply open-source software and programming languages. It also offers guidelines for structuring open data and available data formats.",zurich
https://www.zh.ch/de/familie/angebote-fuer-familien-mit-kindern/elternbildung/elternbildung-organisieren-referieren.html,No,No,No,,"The page offers information on organizing and conducting parent education workshops and events in the Canton of Zurich. It includes details on workshops, tools, guidelines, and support for those responsible for parent education in schools, municipalities, and other organizations.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-interne-arbeitseinsaetze.html,No,No,No,,"The page could not be accessed, resulting in a 404 error.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen.html,No,No,No,,"The page details the accreditation process for support measures within the integration system for refugees in the Canton of Zurich. It includes information on re-accreditation, new accreditations, and the types of accredited offers, such as education, language courses, and work integration.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-1913-2009.html,Yes,No,No,,"The page refers to a government resolution (No. 1913/2009) regarding the MIT10 migration project, specifically related to PC clients and software, periodic renewal, tendering, issuance, approval, and authorization.",zurich
https://www.zh.ch/de/mobilitaet/veloverkehr/infrastruktur/velostandards.html,No,No,No,,"The page outlines the standards for bicycle traffic in the Canton of Zurich. It describes the process of creating new standards for safe and attractive bicycle infrastructure, including guidelines and regulations. A downloadable PDF document detailing the standards is also available.",zurich
https://www.zh.ch/de/steuern-finanzen/gemeindefinanzen/finanzhaushalt-gemeinden/arbeitshilfsmittel-budget-jahresrechnung.html,No,No,No,,"The page provides tools and templates to assist municipalities in Zurich with budgeting and annual financial statements. It includes downloadable templates for various financial calculations, assessments, and evaluations, such as financial ratios, cash flow statements, property valuation, and tax accounting.",zurich
https://www.zh.ch/en/wirtschaft-arbeit/wirtschaftsstandort/wirtschaftszweige/ict.html,Yes,No,No,,"The page provides an overview of the information and communications technology (ICT) sector in the Canton of Zurich. It highlights the significance of ICT in various industries, the growing sector, key players, and initiatives like eZürich to promote Zurich as an ICT location. It also mentions educational programs and organizations related to ICT.",zurich
https://www.zh.ch/de/planen-bauen/raumplanung/daten-raum-und-siedlung/ueberbauungs-und-erschliessungsstand.html,No,No,No,,"The page provides information on the coordination and annual updating of development and access status (Überbauungs- und Erschliessungsstand) in the municipalities of the Canton of Zurich. It includes details on the criteria for determining building readiness, the process for municipalities to review and update data, and access to a Webmap for online tracking.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/online-handbuch-iazh/grundlagen-der-ias.html,No,No,No,,"The page discusses the Integrationsagenda Schweiz (IAS), a joint initiative by the federal and cantonal governments to improve the integration of temporarily admitted persons and refugees in Switzerland, focusing on the implementation in the Canton of Zürich.",zurich
https://www.zh.ch/de/planen-bauen/baubewilligung/infos-baubehoerden-fachstellen/infos-fuer-gemeinden-energetische-vorschriften.html,No,No,No,,"The page provides information and resources for municipalities regarding energy building regulations in the Canton of Zürich, including templates and forms for permits and compliance.",zurich
https://www.zh.ch/de/migration-integration/einbuergerung/informationen-fuer-behoerden-zur-einbuergerung/cug_polizei.html,No,No,No,,The page is a login portal for the police department related to citizenship matters in the Canton of Zürich.,zurich
https://www.zh.ch/de/steuern-finanzen/steuern/steuern-natuerliche-personen/wertschriften-verrechnungssteuer.html,No,No,No,,"The page details the withholding tax and foreign withholding tax in Switzerland, focusing on securities, cryptocurrencies, inheritance, and the new gaming law. It also provides information on the refund and crediting of withholding tax in the Canton of Zürich.",zurich
https://www.zh.ch/de/umwelt-tiere/umweltschutz/tankanlagen/betrieb-kontrollen-tankanlagen.html,No,No,No,,"The page outlines the responsibilities of tank owners in the Canton of Zürich, including maintenance, inspections, and regulations related to environmental protection and safety.",zurich
https://www.zh.ch/de/gesundheit/coronavirus/informationen-fuer-akteure-im-gesundheitswesen.html,No,No,No,,"The page provides comprehensive information for healthcare professionals in the Canton of Zürich regarding COVID-19, including guidelines, testing criteria, therapies, vaccination recommendations, and protective measures.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-anstellung-arbeit/volksschule-lohn-und-zulagen/volksschule-zulagen-und-dienstaltersgeschenk/anmeldung-fuer-familienzulagen.html,No,No,No,,"The page provides instructions for cantonally employed teachers and school leaders in Zürich on how to apply for family allowances, including the necessary documents and the application process.",zurich
https://www.zh.ch/de/planen-bauen/baubewilligung/private-kontrolle/pk-belastete-standorte.html,No,No,No,,"The page provides information on private control in the field of construction on contaminated sites in the Canton of Zürich, including regulations, requirements for authorized professionals, and guidelines for disposal and building on such sites.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/quellensteuer/quellensteuer-abrechnen/quellensteuerabrechnung-elm.html,Yes,No,No,,"The page provides instructions for employers in the Canton of Zürich on how to submit withholding tax data electronically using the ""Uniform Wage Reporting Procedure"" (ELM), including the requirements for using Swissdec-certified software.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2015-brb-23-volksschule-neuschaffung-eines-lehrmittels-fuer-den-fachbereich.html,No,No,No,,"The page details the decision by the Bildungsrat to create a new teaching material for the subject area ""Nature and Technology"" for kindergarten level in the Canton of Zürich, outlining the need, requirements, didactic approach, content, structure, and project organization.",zurich
https://www.zh.ch/de/politik-staat/gemeinden/interkommunalezusammenarbeit/zweckverband.html,No,No,No,,"The page discusses the concept of Zweckverband, a form of collaboration between municipalities in the Canton of Zürich, explaining its purpose, organization, statutes, and related legal matters.",zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/seitentypen/serviceseite.zhweb-noredirect.zhweb-cache.html?node-id=19036%3A198811,Yes,No,No,,"The page provides details about the design and behavior of a ""Serviceseite"" (Service Page) within the Canton of Zürich's web system, including its appearance and components.",zurich
https://www.zh.ch/de/umwelt-tiere/umweltschutz/umweltpraxis/definitionsseite/2005/41/zup041_2005_a0051_laerm-pdf.html,No,No,No,,"The page provides information about a document titled ""Modellierte Immissionen: Mit wenig Aufwand zum guten Kataster,"" related to noise immissions, authored by Peter Graf and Richard Meyer, and available for download as a PDF.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/online-handbuch-iazh.html,No,No,No,,"The page outlines the principles and guidelines of the Integrationsagenda des Kantons Zürich (IAZH), a support system for refugees in the Canton of Zürich, including information on financing, reporting, coordination, and standards.",zurich
https://www.zh.ch/de/bildung/schulen/volksschule/volksschule-gesundheit-und-praevention/schulaerztliche-angebote.html,No,No,No,,"The page describes the medical services offered to students in the Canton of Zürich, including mandatory health examinations, vaccinations, and the role of school doctors in health education and prevention.",zurich
https://www.zh.ch/de/planen-bauen/tiefbau/strassenanlagen/bim-im-tiefbau.html,Yes,No,No,,"The page discusses Building Information Modeling (BIM) in civil engineering, focusing on its implementation in the Canton of Zürich. It covers the digitalization of construction, the BIM method, its benefits, and the cultural shift in the construction industry.",zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/muster/anleitung.zhweb-noredirect.zhweb-cache.html?node-id=18450%3A170695,Yes,Yes (webpage guide),No,Webpage,"The page provides a guide on how to create instructions for websites and web applications within the Canton of Zürich's design system. It includes details on creating ordered lists, checklists, and ensuring that instructions are user-friendly.",zurich
https://www.zh.ch/de/sport-kultur/kultur/kulturfoerderung/auszeichnungen/anerkennungsbeitraege.html,No,No,No,,Content not available.,zurich
https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/gewaesserschutz/planung-abwasserentsorgung.html,No,No,No,,"The page provides comprehensive information on wastewater disposal planning in the Canton of Zürich, including guidelines, regulations, and documents related to drainage planning, earthquake prevention, and stormwater management.",zurich
https://www.zh.ch/de/wirtschaft-arbeit/zuercher-wirtschaftszahlen/cluster-daten/kreativwirtschaft.html,No,No,No,,"The page provides statistical data and insights into the creative economy in the Canton of Zürich, including information on cluster density, regional distribution, and the overall contribution of the creative industry to the local economy.",zurich
https://www.zh.ch/de/bildung/berufslehre/berufsbildungsfonds.html,No,No,No,,"The page discusses the Berufsbildungsfonds in the Canton of Zürich, focusing on its contributions to vocational training costs, including courses for vocational trainers and practical qualification procedures.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2015-brb-24-volksschule-neuschaffung-eines-lehrmittels-natur-und-technik.html,No,No,No,,"The page details the creation of a new teaching material ""Natur und Technik"" for secondary level I in the Canton of Zürich, focusing on the integration of physics, chemistry, and biology, and the development of a digital platform with films, simulations, and interactive experiments.",zurich
https://www.zh.ch/de/arbeiten-beim-kanton/fuer-hr-profis/handbuch-personalrecht/definition/beendigung-arbeitsverhaeltnis/tod-von-mitarbeitenden.html,No,No,No,,"The page outlines the procedures and guidelines related to the death of employees within the Canton of Zürich, including checklists and instructions for handling salary and other administrative matters.",zurich
https://www.zh.ch/de/gesundheit/ethik-humanforschung/einteilung-forschungsprojekt.html,No,No,No,,"The page provides information on the categorization of research projects in the field of human research, including clinical and non-clinical research projects, and guidelines for medical products and in-vitro diagnostics.",zurich
https://www.zh.ch/de/steuern-finanzen/gemeindefinanzen/finanzhaushalt-gemeinden/umstellung-zweckverband.html,No,No,No,,"The page could not be accessed, and a 404 error was encountered.",zurich
https://www.zh.ch/de/politik-staat/kanton/kantonale-verwaltung/versicherungen-schadenfaelle/verkehrsunfaelle-mit-staatsfahrzeugen-melden.html,No,No,No,,"The page provides instructions on how to report traffic accidents involving state vehicles in the Canton of Zürich, including guidelines for checking the scope of application, preparing documents, and submitting the claim.",zurich
https://www.zh.ch/de/planen-bauen/geoinformation/kataster/oeffentlich-rechtliche-eigentumsbeschraenkungs-kataster/anleitung-oereb-kataster-auszug.html,No,No,No,,"The page provides instructions on how to obtain an extract from the ÖREB cadastre in the Canton of Zürich, including generating the extract in the GIS browser or as a web service, with examples and links to the relevant documents.",zurich
https://www.zh.ch/de/planen-bauen/bauvorschriften/bodenschutz/umgang-schadstoffbelasteter-boden/anleitung-fachpersonen-fuer-bodenverschiebungen.html,No,No,No,,"The page provides comprehensive guidelines for handling soil displacements in the Canton of Zürich, including legal foundations, procedures, sampling, laboratory analysis, and instructions for dealing with contaminated soil. It also offers downloadable instructions and access to GIS data related to soil protection.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-externe-arbeitseinsaetze.html,No,No,No,,"The page could not be accessed, and a 404 error was encountered.",zurich
https://www.zh.ch/de/planen-bauen/wasserbau/grundlagen-naturgefahren/gefahrenkarte.html,No,No,No,,"The page provides information about the hazard map in the Canton of Zürich, including details on natural events like floods and mass movements, guidelines for municipalities, downloadable instructions, and access to GIS data related to natural hazards.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-deutsch-mit-ziel-arbeitsmarkt.html,No,No,No,,404 page,zurich
https://www.zh.ch/de/umwelt-tiere/umweltschutz/gebietsfremde-arten/gebietsfremde-arten-gemeinden.html,No,No,No,,"Information for municipalities regarding invasive foreign species, including contact details, downloadable PDFs, and guidelines for handling them.",zurich
https://www.zh.ch/de/sport-kultur/bewilligung-veranstaltungen.html,No,No,No,,"Information on the process of obtaining permits for sports and cultural events in the canton of Zurich, including guidelines, downloadable forms, and contact details.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-unterricht/schulinfo-beurteilung-zeugnis.html,No,No,No,,"Information on student assessment and report cards in primary education in the canton of Zurich, including guidelines, downloadable forms, and materials for teachers.",zurich
https://www.zh.ch/de/familie/angebote-fuer-familien-mit-kindern/kinder-und-jugendhilfezentren/veranstaltungen-kurse-kjz/babymassage.html,No,No,No,,"Information on baby massage courses for parents with babies from 2 months old, including dates, locations, and contact details for registration.",zurich
https://www.zh.ch/de/gesundheitsdirektion/kantonales-labor/berufsbildung.html,No,No,No,,"Information on vocational training for laboratory technicians in the fields of Chemistry and Biology at the Cantonal Laboratory of Zurich, including details about the selection process, internships, and downloadable training programs.",zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/barrierefreiheit/vorgaben-zur-barrierefreiheit.html,Yes,No,No,,"Guidelines and standards for ensuring accessibility (barrierefrei) in web content and applications, including requirements for texts, tables, images, PDFs, videos, and more, according to international standards WCAG 2.1 and CH-0059 Accessibility Standard.",zurich
https://www.zh.ch/de/arbeiten-beim-kanton/fuer-hr-profis/handbuch-personalrecht/definition/rechte-und-pflichten/spesen/nutzung-und-verguetung-von-privaten-smartphones-weisung.html,Yes,No,No,,"Directive regarding the use and compensation of private smartphones as part of the digital workplace within the cantonal administration of Zurich, including technical requirements, confidentiality, security, support, and compensation details.",zurich
https://www.zh.ch/de/sport-kultur/sport/kinder-jugendsport/jugendsportcamps/campuebersicht/sportklettern-maggiathal.html,No,No,No,,"Information about a sport climbing camp in Maggiatal, including dates, location, age group, price, and contact details for registration.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-besonderer-bildungsbedarf/schulinfo-sonderschulung.html,No,No,No,,"Information on special education in the canton of Zurich, including guidelines, procedures, financing, and downloadable documents related to integrated and external special education, new legislation, and oversight.",zurich
2016-brb-36-volksschule-deutsch-als-zweitsprache-sprachstandsinstrument.html,No,No,No,,The page provides information about a German language proficiency tool for primary schools in the Canton of Zürich.,zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-besonderer-bildungsbedarf.html,No,No,No,,"The page provides information about special educational needs in the regular school system, including procedures for assigning students to special education measures, types of support available, and guidelines for integration within the Canton of Zürich.",zurich
https://www.zh.ch/de/gesundheit/heilmittel-betriebe/medizinprodukte.html,No,No,No,,"The page details the legal regulations and guidelines for medical products in the Canton of Zürich, including market surveillance, maintenance, preparation, and instructions for the use of medical products such as sterilizers and measuring devices.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-fuehrung/volksschule-klassen-stellen-planen/volksschule-schuljahr-planen.html,Yes,Yes (manual),Yes,"PDF, XLSX","The page provides tools and guidelines for planning the school year in the Canton of Zürich, including calculation tools, planning tools, and instructions for school leaders. It includes downloadable files such as Excel tools for planning and PDF manuals for guidance.",zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/altlasten-belastete-standorte/kostenverteilungen.html,No,No,No,,"The page outlines the procedures for cost distribution in the handling of contaminated sites in the Canton of Zürich, including responsibilities for implementing measures, cost-bearing obligations, and guidelines for cost distribution procedures, along with downloadable PDF documents related to the subject.",zurich
https://www.zh.ch/de/politik-staat/gemeinden/weiterbildung-gemeindewesen.html,No,No,No,,"The page provides information on various training programs and courses for municipal authorities in the Canton of Zürich, covering topics such as legal foundations, finance, education, construction, infrastructure, social security, health, and child and adult protection.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2008-brb-10-kantonsschule-zuercher-oberland-fortfuehrung-des-selbstlernseme.html,No,No,No,,"The page details the continuation of the ""Self-Learning Semester"" (SLS) project at the Kantonsschule Zürcher Oberland, including the evaluation, implementation, and extension of the project. It discusses the subjects involved, the teaching methods, the role of teachers, and the overall impact on students' learning.",zurich
https://www.zh.ch/de/mobilitaet/fahrzeuge-kontrollschilder/fahrzeuggewerbe/selbstabnahmen.html,No,No,No,,"The page provides information about the requirements and procedures for self-inspection of vehicles in the Canton of Zürich, including conditions, guidelines, equipment, and technical knowledge needed for self-inspection, as well as details about the application process, e-learning courses, and related legal regulations.",zurich
https://ar.ch/search/news-suchergebnis/news/eine-toolbox-zur-politischen-teilhabe-junger-menschen/,No,No,No,,Discusses a toolbox for promoting political participation among young people.,appenzell_ausserroden
https://ar.ch/search/news-suchergebnis/news/steuererklaerung-2017-aufgeschaltet/,No,No,No,,Discusses the electronic tax declaration form for 2017 in Appenzell Ausserrhoden.,appenzell_ausserroden
https://ar.ch/gerichte/kantonsgericht/gerichtspraktikum/,No,No,No,,Provides information on a one-year judicial internship at the Cantonal Court of Appenzell Ausserrhoden.,appenzell_ausserroden
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/veterinaeramt/tierarzneimittel/,No,No,No,,Discusses veterinary medicines and their proper handling and disposal.,appenzell_ausserroden
https://ar.ch/verwaltung/kantonskanzlei/staatsarchiv/kirchenbuecher-online-familienforschung/,No,Yes,Yes,Web,Provides access to digitized church records for family research and recommends using Firefox and Chrome browsers.,appenzell_ausserroden
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/veterinaeramt/informationen-fuer-tieraerzte/,No,No,No,,Restricted access page for veterinarians to log in.,appenzell_ausserroden
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-mittel-und-hochschulen-und-berufsbildung/abteilung-berufsbildung/berufslehre/nach-der-lehre/,No,Yes,Yes,Web,Provides information and resources for vocational training and career development after apprenticeship.,appenzell_ausserroden
https://ar.ch/search/news-suchergebnis/news/coronavirus-contact-tracing-und-anlaufstellen-neu-organisiert/,No,No,No,,Discusses the reorganization of contact tracing and new helpline numbers for COVID-19 in Appenzell Ausserrhoden.,appenzell_ausserroden
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-volksschule-und-sport/abteilung-regelpaedagogik/beurteilung-von-lernenden/dateien-beurteilung-ab-1718/,No,Yes,Yes,"PDF, DOCX",Provides various educational assessment files in PDF and DOCX formats for elementary education.,appenzell_ausserroden
https://ar.ch/search/news-suchergebnis/news/staatsrechnung-schliesst-besser-ab/,No,No,No,,"Discusses the financial performance of the canton of Appenzell Ausserrhoden for the year 2019, highlighting better-than-expected results.",appenzell_ausserroden
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-volksschule-und-sport/abteilung-regelpaedagogik/beurteilung-von-lernenden/,No,No,No,,Discusses the evaluation and teaching methods for students in Appenzell Ausserrhoden.,appenzell_ausserroden
https://ar.ch/search/news-suchergebnis/news/kinder-sommer-ferien-museum/,No,No,No,,Discusses summer activities for families in museums in Appenzell Ausserrhoden.,appenzell_ausserroden
https://ar.ch/search/news-suchergebnis/news/elektronische-steuererklaerung-wird-noch-einfacher/,Yes,No,Yes,Webpage,"Discusses the electronic tax declaration system in Appenzell Ausserrhoden, mentioning the software and mobile app used for this purpose.",appenzell_ausserroden
