page_link,guide_format,doc_links,page_is_software_guide,page_contains_software_guide,software_name,guide_topic,canton,software_name_chatGPT,software_name_explanation,page_content,Main Content Elements,Search Function,Images,Feedback Mechanisms,Multilingual Support,Low-frequency Jargon,Multimedia Elements,Hyperlinks,Navigation Menu,Interactive Elements,Accessibility Issues,Content Length,Instructions Divided into Sections,Tables,Lists/Enumerations,a Table of Contents,a FAQ Section,a Glossary,an Introduction Section,Installation Instructions,an Instructive Example
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-11,Webpage,,No,N/A,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,N/A,N/A,2,True,0,True,True,4,0,True,True,0,3,81,False,0,2,True,False,False,False,False,False
https://www.raumplanung.dij.be.ch/de/start/eplan/informationen.html,Webpage,,No,N/A,ePlan,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,3,False,0,False,True,12,0,True,True,2,3,183,True,0,10,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/baubewilligung-und-bewilligungen/friac,Webpage,,No,N/A,FRIAC,"Maps, infrastructures and territorial planning",freiburg,FRIAC,N/A,N/A,2,True,0,True,True,4,0,True,True,0,3,86,True,0,2,True,False,False,False,False,False
https://www.fr.ch/de/find/vga/kartographische-anwendungen/online-karten-mapgeofrch,Webpage,,No,N/A,FRIAC,"Maps, infrastructures and territorial planning",freiburg,FRIAC,N/A,N/A,3,True,0,True,True,2,0,True,True,0,3,231,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/baubewilligung-und-bewilligungen/friac/online-hilfe/faq-haeufig-gestellte-fragen/baubeaufsichtigung,Webpage,,No,N/A,FRIAC,"Maps, infrastructures and territorial planning",freiburg,FRIAC,N/A,N/A,4,True,0,True,True,5,0,True,True,7,3,230,False,0,1,True,True,False,False,False,False
https://geo.gr.ch/,Webpage,,No,N/A,Geoportal,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,2,True,5,False,True,92,0,True,True,0,8,685,True,0,0,False,False,False,False,False,True
https://geo.gr.ch/geodaten,Webpage,,No,N/A,Geoportal,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,2,True,0,False,True,14,1,True,True,0,9,148,True,0,1,False,False,False,False,False,True
https://geo.gr.ch/karten,Webpage,,No,N/A,Geoportal,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,2,True,0,False,True,3,1,True,True,0,9,90,True,0,1,False,False,False,False,False,True
https://geo.gr.ch/geodienste,Webpage,,No,N/A,Geoportal,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,2,True,0,False,True,7,1,True,True,0,9,87,True,0,1,False,False,False,False,False,True
https://geo.gr.ch/geofunktionen,Webpage,,No,N/A,Geoportal,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,2,True,0,False,True,4,1,True,True,0,9,58,True,0,1,False,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/geoportal/karten/angebot-an-karten.html,Webpage,,No,N/A,"Geoportalkarte, ÖREB-Kataster","Maps, infrastructures and territorial planning",bern,"Geoportalkarte, ÖREB-Kataster",N/A,N/A,2,True,97,False,True,189,0,True,True,2,6,3304,True,0,0,True,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/geoportal/karten/online-hilfe-geoportal-kartenanwendung/desktop-kartenanwendung.html,Webpage,,No,N/A,"Geoportalkarte, ÖREB-Kataster","Maps, infrastructures and territorial planning",bern,"Geoportalkarte, ÖREB-Kataster",N/A,N/A,2,False,13,False,True,63,0,True,True,1,3,1564,True,0,18,True,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/kataster/oereb-kataster/informationen-fuer-gemeinden/aufbereitung-der-kommunalen-daten.html,Webpage,,No,N/A,ÖREB-Kataster,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,2,True,0,False,True,8,0,True,True,1,4,228,True,0,0,True,False,False,False,False,False
https://www.agi.dij.be.ch/de/start/kataster/oereb-kataster/informationen-fuer-gemeinden/pruefkarte.html,Webpage,,No,N/A,ÖREB-Kataster,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,2,True,1,False,True,18,0,True,True,1,5,372,True,0,0,True,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/kataster/oereb-kataster/informationen-fuer-gemeinden/marketing.html,Webpage,,No,N/A,ÖREB-Kataster,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,2,True,0,False,True,4,4,True,True,1,5,152,True,0,0,True,False,False,False,False,True
https://zg.ch/de/planen-bauen/geoinformation/geoinformationen-nutzen/geoinformationen-von-a-bis-z,Webpage,,No,N/A,ZugMap.ch,"Maps, infrastructures and territorial planning",zug,,N/A,N/A,3,True,6,False,True,133,0,True,True,3,0,2478,False,1,0,False,False,False,False,False,True
https://zg.ch/de/planen-bauen/geoinformation/geoinformationen-nutzen/offene-schnittstellen,Webpage,,No,N/A,ZugMap.ch,"Maps, infrastructures and territorial planning",zug,,N/A,N/A,5,True,6,False,True,14,0,True,True,2,0,242,False,0,1,False,False,False,False,False,True
https://zg.ch/de/planen-bauen/geoinformation/geoinformationen-erklaert,Webpage,,No,N/A,ZugMap.ch,"Maps, infrastructures and territorial planning",zug,,N/A,N/A,5,True,6,False,True,2,0,True,True,2,0,92,False,0,0,False,False,False,False,False,True
https://zg.ch/de/planen-bauen/geoinformation/leitungskataster,Webpage,,No,N/A,ZugMap.ch,"Maps, infrastructures and territorial planning",zug,,N/A,N/A,5,True,0,False,True,2,0,True,True,1,0,153,False,0,0,False,True,False,False,False,False
https://maps.zh.ch/apidoc,Webpage,,No,N/A,GIS-Browser,"Maps, infrastructures and territorial planning",zurich,,N/A,N/A,1,False,0,False,True,86,0,True,False,27,6,1329,True,5,26,False,False,False,False,False,False
https://www.bauen.dij.be.ch/de/start/baubewilligungsverfahren/eBau/betriebsseite.html,Webpage,,Yes,No,eBau,"Maps, infrastructures and territorial planning",bern,,,Electronic submission and processing of building applications.,2,True,0,False,True,7,1,True,True,1,4,83,True,0,1,True,True,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk-2-hilfe-leitfaden-zur-eroeffnung-bdmo,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,BDMO","The page explains that since version 1.12 of DSK2, the BDMO opening process is integrated into the application, replacing the old PDF order form process.","The page serves as a guide for using the DSK2 software to initiate BDMO processes, replacing the old PDF-based method.",2,True,1,True,True,2,0,True,True,0,3,132,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-12,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page explains that the status change to Definitiver Eintrag by the GB is directly visible in the DSK2 application and outlines the steps for transferring the act number from DSK2 to Capitastra.,"The page provides a guide on how to handle definitive entries in the DSK2 application, particularly for land surveying and mapping.",2,True,0,True,True,5,0,True,True,0,3,56,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-9,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page outlines the procedure for submitting records to GB (Grundbuch) through the DSK2 application, including how status changes are reflected.",The page provides a guide for surveyors on how to submit records through the DSK2 application.,2,True,0,True,True,3,0,True,True,0,3,47,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33/dsk2-hilfe-verwaltung-ho33,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page serves as a user manual for the HO33 management module within the DSK2 web application. It provides detailed instructions on how to use the module, including how to filter searches and create new HO33 forms.","The page provides a guide on how to manage HO33 forms in the DSK2 software, specifically for mapping and planning.",2,True,2,True,True,5,0,True,True,0,3,218,False,0,1,True,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/dienstleistungen/check-service.html,Webpage,,Yes,No,"Check-Service amtliche Vermessung, CheckGWR, Check-Service Nutzungsplanung, Check-Service Planungszonen, ilivalidator","Maps, infrastructures and territorial planning",bern,"Check-Service amtliche Vermessung, CheckGWR, Check-Service Nutzungsplanung, Check-Service Planungszonen, ilivalidator",The page provides information about various Check-Services offered by the Canton of Bern for verifying itf-Daten and other data related to land surveying and planning.,"The page provides information on various Check-Services offered by the Canton of Bern for verifying geospatial and planning data, including the use of INTERLIS data models.",6,True,0,False,True,7,0,True,True,5,4,95,True,0,22,False,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dks2-hilfe-verfahren-zur-verwaltung-der-akten,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2, Capitastra","The page outlines the procedures for managing files in the DSK2 system, including the types of files and their chronology.",The page provides a guide on the procedures for managing records in DSK2 software.,2,True,1,True,True,16,0,True,True,0,3,471,False,1,2,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-aktensuche,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page provides instructions for searching for files within the DSK2 system, explaining the search criteria and how to navigate the results.","The page is a guide on how to use the ""Aktensuche"" (File Search) feature in the DSK2 software for geomatics and land management tasks.",2,True,1,True,True,6,0,True,True,0,3,146,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-canofile-dokumenten-suchen,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2, Canofile",The page provides guidance on searching for old Canofile documents in DSK2's electronic document management system (GED).,The page is a guide on how to search for old Canofile documents within the DSK2 system.,2,True,9,True,True,47,0,True,True,0,3,1185,True,2,3,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-dem-vga-vorbehaltene-aktionen,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page provides instructions for actions reserved for VGA within the DSK2 system.,The page outlines actions in the DSK2 software that are reserved for VGA.,2,True,0,True,True,7,0,True,True,0,3,79,False,0,3,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,Internet Explorer,Mozilla Firefox,Canofile","The page is similar to the previous one, providing an introduction to DSK2, its compatibility, and new features in version 1.2.","The page serves as an introduction and user manual for DSK2, a software developed for managing technical documents and metadata in the field of mapping and planning.",2,True,0,True,True,14,0,True,True,0,3,323,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung-0,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,Internet Explorer,Mozilla Firefox,Canofile","The page provides an introduction to DSK2, including its compatibility with different browsers, new features in version 1.2, and guidelines for troubleshooting.","The page is a user guide for DSK2, a software developed for Internet Explorer and Mozilla Firefox, focusing on electronic document management in the context of mapping and planning.",2,True,1,True,True,15,0,True,True,0,3,331,False,0,0,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-ho33,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,Excel,SAP,LocalSigner,SuisseID","The page describes the new process for building tracking, including the use of Excel tables and electronic signatures, as well as the integration with SAP for billing.",The page provides a detailed guide on how to handle billing and invoicing within the DSK2 software.,2,True,1,True,True,12,0,True,True,0,3,419,False,0,3,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-von-gebuehren,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,SAP","The page provides detailed instructions on how to manage billing and fees within DSK2, including the generation and printing of invoices.",The page provides a guide on how to handle fee calculations in the DSK2 software.,2,True,1,True,True,9,0,True,True,0,3,512,False,0,3,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dks2-leitfaden-zur-erfassung-eines-akts,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page discusses the management of area changes and corrections, and provides guidance on how to use the ""Flächenverwaltung"" feature in DSK2.",The page is a guide on how to manage area changes using the DSK2 software.,2,True,2,True,True,7,0,True,True,0,3,250,False,0,2,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-fuer-die-erfassung-eines-akts,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,"DSK2,BDMO",The page discusses the process of opening an act with an extract from the BDMO and the subsequent steps.,The page provides a guide on how to use DSK2 for land and property management.,2,True,1,True,True,3,0,True,True,0,3,132,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page outlines the initial steps for opening a ""Vorprojekt"" dossier and entering relevant information.",The page provides a guide on how to open a case file in DSK2 software.,2,True,1,True,True,3,0,True,True,0,3,143,False,0,2,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-0,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page offers guidance on inserting existing properties into the dossier and capturing elements for the title page.,The page provides a guide for inserting plots into DSK2 software.,2,True,3,True,True,2,0,True,True,0,3,113,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-1,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page provides a guide for capturing the necessary elements for the title page of an act/verbal document.,The page provides a guide for capturing elements for the title page of acts/records in DSK2 software.,2,True,1,True,True,2,0,True,True,0,3,86,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-10,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page details how to withdraw an act in the GB within the DSK2 application, explaining the status changes and options available for the act after withdrawal.",Discusses how to manage acts in the DSK2 application related to mapping and territorial planning.,2,True,0,True,True,3,0,True,True,0,3,90,False,0,2,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-2,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page describes the process of transitioning to the Akt verfassen stage within the DSK2 application, where properties are assigned priorities based on existing records.","Discusses the transition to the editorial phase in the DSK2 application, focusing on assigning priorities to properties.",2,True,1,True,True,2,0,True,True,0,3,72,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-3,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page discusses how to manage priority levels for properties within the DSK2 application, including how to request a higher priority from other users via the internal mail system.","The page serves as a guide for using DSK2 software, focusing on changing priorities for properties.",2,True,2,True,True,9,0,True,True,0,3,311,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-4,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page provides detailed instructions on how to manage property mutations within the DSK2 application, including how to handle different types of properties and their associated rights.","The page serves as a comprehensive guide for capturing and managing land records within the DSK2 software, detailing various functionalities and procedures.",2,True,5,True,True,22,0,True,True,0,3,742,False,4,4,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-5,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page explains how to arrange properties within the Akten module of the DSK2 application, allowing the user to sort them as desired.",The page serves as a guide for using the DSK2 software for property classification and printing reports.,2,True,0,True,True,0,0,True,True,0,3,49,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-6,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page provides instructions on how to generate a Verbal report within the DSK2 application, detailing the steps and the notifications that the user will receive.",Discusses the process of generating a verbal report in the DSK2 application.,2,True,1,True,True,3,0,True,True,0,3,106,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-7,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page provides a comprehensive guide for capturing acts in the DSK2 system, detailing the required documents and formats.","The page serves as a guide for using DSK2, a software for managing technical documents related to land mutations and other geomatics tasks.",2,True,0,True,True,18,0,True,True,0,3,356,False,0,3,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-8,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page describes how to submit a change request within the DSK2 application, detailing the steps from the Abgabe VGA status to the Validation VGA status.","The page serves as a guide for using the DSK2 software, specifically for filing a change request within the system.",2,True,0,True,True,0,0,True,True,0,3,59,False,0,1,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-funktionsknoepfe,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page provides an overview of the functional buttons available in the DSK2 application, explaining their respective uses.","The page serves as a guide for the functional buttons in the DSK2 software, detailing their various capabilities such as adding elements, deleting elements, and exporting data.",2,True,1,True,True,6,0,True,True,0,3,106,False,1,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-grundstuecksuche,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page offers a guide on how to search for properties using the Grundstücke model within the DSK2 application.,The page provides a guide on how to search for properties using the DSK2 software.,2,True,1,True,True,9,0,True,True,0,3,166,False,1,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page provides a comprehensive guide on how to use the HO33 form within the DSK2 application for the purpose of official surveying.,"Discusses how to manage fees and billing in the DSK2 application, specifically through the HO33 form.",2,True,0,True,True,1,0,True,True,0,3,437,False,0,0,True,False,False,False,False,False
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33/dsk2-hilfe-formular-ho33,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,The page serves as a user manual for the HO33 form within the DSK2 web application. It provides a detailed walkthrough of the form's various sections and functionalities.,"The page serves as a guide for filling out the HO33 form within the DSK2 software, detailing various elements and calculations involved.",2,True,1,True,True,8,0,True,True,0,3,289,False,0,1,True,False,False,False,False,True
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-navigationprinzipien,Webpage,,Yes,No,DSK2,"Maps, infrastructures and territorial planning",freiburg,DSK2,"The page serves as a user manual for the DSK2 web application, detailing its navigation principles and modules for different user roles.",The page serves as a guide for navigating the DSK2 software.,2,True,1,True,True,16,0,True,True,0,3,245,False,1,2,True,False,False,False,False,True
https://www.gr.ch/DE/institutionen/verwaltung/dvs/are/projekte/Seiten/Elektronisches-Baubewilligungsverfahren-(eBBV).aspx,Webpage,,Yes,No,eBBV,"Maps, infrastructures and territorial planning",graubunden,,,Information about eBBV,2,True,0,False,True,23,1,True,True,0,3,650,True,0,1,False,False,False,False,False,True
https://www.raumplanung.dij.be.ch/de/start/eplan/handbuch-planungsbehoerde/geschaefte/kartenmaterial-hochladen,Webpage,,Yes,No,ePlan,"Maps, infrastructures and territorial planning",bern,,,Guidelines for uploading map material in different formats and conditions.,2,False,14,False,True,14,0,True,True,1,3,831,True,0,5,True,False,False,False,False,True
https://www.raumplanung.dij.be.ch/de/start/eplan/kartenanwendung/karte-verwenden,Webpage,,Yes,No,ePlan,"Maps, infrastructures and territorial planning",bern,,,Information on how to use the ePlan map application.,2,True,9,False,True,9,0,True,True,1,4,416,True,0,2,True,False,False,False,False,True
https://www.geo.bs.ch/geodaten/geodienste/suchdienst/hilfe.html,Webpage,,Yes,No,Geoportal,"Maps, infrastructures and territorial planning",basel_stadt,Geoportal BS Search Service,"The page provides guidance on using the search service of Geoportal BS, including how to query different layers and retrieve results in JSON format.",The page provides a guide on how to use the search service for various layers and how to retrieve results in JSON format.,3,True,0,False,True,21,0,True,False,0,3,851,True,2,13,False,False,False,False,False,False
https://www.agi.dij.be.ch/de/start/kataster/grundstueckdaten-informationssystem-grudis.html,Webpage,,Yes,No,GRUDIS,"Maps, infrastructures and territorial planning",bern,GRUDIS,"The page provides detailed information about GRUDIS, a land property data information system for the Canton of Bern.","Provides information about GRUDIS, a land data information system for authorized users, and explains how to access it.",6,True,0,False,True,27,0,True,True,5,4,482,True,0,6,True,False,False,False,False,False
https://www.raumplanung.dij.be.ch/de/start/eplan/kartenanwendung/karte-verwenden.html,Webpage,,Yes,No,Kartenapplikation,"Maps, infrastructures and territorial planning",bern,,,The page provides instructions on how to use a mapping application.,2,False,6,False,True,9,0,True,True,1,3,416,True,0,2,True,False,False,False,False,True
https://zg.ch/de/planen-bauen/geoinformation/oereb-kataster/anleitung-fuer-benutzungen,Webpage,,Yes,No,"ÖREB-Cadastre,ZugMap.ch","Maps, infrastructures and territorial planning",zug,"ÖREB-Cadastre,ZugMap.ch",The page provides a user manual for the ÖREB-Cadastre within the ZugMap.ch platform.,"The page serves as a guide for using the ÖREB-Kataster on ZugMap.ch, including how to generate and save extracts.",3,True,0,False,True,8,0,True,True,1,0,87,False,0,2,False,False,False,False,False,False
https://www.agi.dij.be.ch/de/start/kataster/oereb-kataster/informationen-fuer-gemeinden/ticketsystem-des-oereb-katasters.html,Webpage,,Yes,No,ÖREB-Kataster,"Maps, infrastructures and territorial planning",bern,,,Page about a ticket system for OEREB cadastre.,2,True,3,False,True,11,0,True,True,1,4,536,True,0,1,True,False,False,False,False,True
https://www.agi.dij.be.ch/de/start/kataster/oereb-kataster/zugang-zu-oereb-informationen/oereb-viewer.html,Webpage,,Yes,No,ÖREB-Kataster,"Maps, infrastructures and territorial planning",bern,,,Information about ÖREB-Viewer,2,True,5,False,True,5,0,True,True,1,4,180,True,0,0,True,False,False,False,False,True
https://www.zh.ch/de/planen-bauen/geoinformation/kataster/oeffentlich-rechtliche-eigentumsbeschraenkungs-kataster/anleitung-oereb-kataster-auszug.html,Webpage,,Yes,No,ÖREB-Kataster,"Maps, infrastructures and territorial planning",zurich,,,"The page provides instructions on how to obtain an extract from the ÖREB cadastre in the Canton of Zürich, including generating the extract in the GIS browser or as a web service, with examples and links to the relevant documents.",1,True,0,False,False,6,0,True,True,0,5,160,True,0,0,True,False,False,False,False,False
https://www.geo.bs.ch/geodaten/geodienste/wfsbs/hilfe.html,Webpage,,Yes,No,"WFS, QGIS, ArcGIS, AutoCAD","Maps, infrastructures and territorial planning",basel_stadt,"WFS, QGIS, ArcGIS, AutoCAD","The page provides instructions for integrating WFS services into various software platforms like QGIS, ArcGIS, and AutoCAD.","The page provides a guide on how to integrate WFS services into QGIS, ArcGIS, and AutoCAD.",3,True,3,False,True,31,0,True,False,0,4,1333,True,0,13,False,False,False,False,False,True
