page_link,guide_format,doc_links,page_is_software_guide,page_contains_software_guide,software_name,guide_topic,canton,software_name_chatGPT,software_name_explanation,page_content
https://www.ag.ch/de/verwaltung/bks/sonderschulen-behindertenbetreuung/kinder-und-jugendliche/wohnen-und-entlastung,,,No,No,,,aargau,,,"The page provides information on housing and relief services for children, adolescents, and young adults with impairments or in social or familial distress."
https://www.ag.ch/de/verwaltung/bks/sonderschulen-behindertenbetreuung/kinder-und-jugendliche/sonderschulung-und-berufsbildung,,,No,No,,,aargau,,,The page provides information on special schools and vocational training programs for children and young adults with disabilities.
https://www.ag.ch/de/verwaltung/bks/sonderschulen-behindertenbetreuung/kinder-und-jugendliche/ambulante-angebote,,,No,No,,,aargau,,,The page provides information on outpatient services for children and adolescents with disabilities in the canton of Aargau.
https://www.ag.ch/de/verwaltung/bks/sonderschulen-behindertenbetreuung/fuer-einrichtungen/anerkannte-einrichtungen/finanzen,,,No,No,,,aargau,,,Discusses financial aspects of special needs care in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/prozessor/gefoerderte-projekte?dc=775f70f7-3c28-4e66-a68a-770ebaf321c6_de,,,No,No,,,aargau,,,The page discusses a project where students engaged in creative activities related to urban planning and public spaces.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/prozessor/gefoerderte-projekte?dc=15157866-b288-498c-ba75-b75c50679b9e_de,,,No,No,,,aargau,,,The page discusses an interdisciplinary project for students that focuses on the concept of rules in games and performances.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=a5085d61-720e-4078-b953-7c556ac3de64_de,,,No,No,,,aargau,,,"Describes a workshop on graffiti and street art, including its history and techniques, for school classes."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=91d81898-1c88-4fd9-a31c-51eb9d1d7152_de,,,No,No,,,aargau,,,"Discusses a drumming workshop for schools, aimed at team-building and musical education."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=7e4261ae-8d84-408e-b2b8-343db27ef9d7_de,,,No,No,,,aargau,,,"The page is about a film project for school classes, focusing on various aspects of filmmaking."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=544d6779-5abc-4fc1-a090-7fde98c20f2c_de,,,No,No,,,aargau,,,The page is about an educational program where students explore construction as an artistic motif using large elements like gears.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=40ce33a3-802f-4c44-b3b9-7a457defc7be_de,,,No,No,,,aargau,,,The page is about a workshop for students on comic drawing.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=1b29df9a-7763-4633-a0f9-1bdb6187fb09_de,,,No,No,,,aargau,,,"The page offers educational programs for school classes in the Canton of Aargau, focusing on friendship, diversity, and self-appreciation through storytelling and creative activities."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/staatsarchiv/veranstaltungen-weiterbildung,,,No,No,,,aargau,,,"Discusses events, tours, and educational programs offered by the Aargau State Archives."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/staatsarchiv/beratung-archivwesen/digitale-langzeitarchivierung,,,No,No,,,aargau,,,"The page discusses the challenges and principles of long-term digital archiving, including the role of software and hardware."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/kantonsbibliothek/recherche-und-forschung/supportformular,,,No,No,,,aargau,,,"The page is a support form for various platforms and media types, including software-related queries."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/kantonsbibliothek/recherche-und-forschung,,,No,No,,,aargau,,,"Provides information on various digital resources, including e-books and databases, accessible through the Kantonsbibliothek."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/bibliotheksfoerderung/informationsplattform/bibliothek-als-raum?dc=a6eb1be2-a7de-4b1e-a4df-d13a3df5ce58_de,,,No,No,,,aargau,,,The page appears to be a login portal for electronic services of the cantonal administration.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte/aargauer-pfahlbauten/podcast-riesi?dc=679ac7d3-87a3-40ed-88fb-8966e9fbf39d_de,,,No,No,,,aargau,,,Discusses archaeological findings and research related to Bronze Age houses in Switzerland.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte?dc=5ce63aa2-3fed-4f90-95ce-21f3eeaf28fc_de,,,No,No,,,aargau,,,Discusses the archaeological features and history of the Burgruine Alt Homberg.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte?dc=10005055-3dd6-4aa5-b8c7-6c25982cd128_de,,,No,No,,,aargau,,,"The page describes a nearly fully preserved Roman theater located in Lenzburg, detailing its history and significance."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/ausgrabungen-untersuchungen?dc=eb0f6dbc-7bdb-4bdc-acb7-f2993233c507_de,,,No,No,,,aargau,,,Discusses an archaeological field course involving volunteers in Gebenstorf-Steinacher.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/ausgrabungen-untersuchungen?dc=ca3cdddf-1e16-42c6-bf77-9a5f0ddd6aed_de,,,No,No,,,aargau,,,The page discusses an archaeological field course where volunteers learn about excavation techniques and the history of the site.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturfoerderung/digiculture/digiexperts?dc=044d093a-0205-4eed-85fe-139fa87ebd16_de,,,No,No,,,aargau,,,"The page profiles Anna Flurina Kälin, who specializes in digital culture dissemination and software development, particularly in AR and VR."
https://www.ag.ch/de/verwaltung/bks/kindergarten-volksschule/sonderpaedagogik-foerderangebote/verstaerkte-massnahmen/regelschulung,,,No,No,,,aargau,,,The page discusses educational support measures for children and adolescents with disabilities.
https://www.ag.ch/de/verwaltung/bks/kindergarten-volksschule/sonderpaedagogik-foerderangebote/besondere-foerderung/psychomotorik-therapie,,,No,No,,,aargau,,,The page provides information on psychomotor therapy for children in kindergarten and elementary school.
https://www.ag.ch/de/verwaltung/bks/kindergarten-volksschule/sonderpaedagogik-foerderangebote/besondere-foerderung/logopaedie-legasthenietherapie,,,No,No,,,aargau,,,The page discusses speech therapy and dyslexia therapy for children.
https://www.ag.ch/de/verwaltung/bks/hochschulen/stipendien,,,No,No,,,aargau,,,"Discusses scholarships and loans for education in Kanton Aargau, mentions an online portal for applications but not specifically about software."
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/lehre/extranet-berufsbildung,,,No,No,,,aargau,,,"The page provides information on a secure area for vocational training and middle schools, focusing on accounting, qualification procedures, and school management."
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/lehre/betriebliche-bildung/lehrvertrag-lehrvertragsaenderungen,,,No,No,,,aargau,,,"The page provides information on the uniform apprenticeship contract that must be approved by the Department of Vocational Training and Middle School, covering topics like duration, salary, and working hours."
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/bildung-fuer-erwachsene/foerderung-von-grundkompetenzen,,,No,No,,,aargau,,,"The page discusses the promotion of basic competencies in areas like language, mathematics, and information and communication technologies for adults."
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/berufsvorbereitung-zwischenloesungen/angebote-fuer-jugendliche/anlaufstelle-wegweiser,,,No,No,,,aargau,,,The page provides information on how young people can register for transitional solutions between obligatory schooling and vocational training.
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/berufsvorbereitung-zwischenloesungen/angebote-fuer-jugendliche,,,No,No,,,aargau,,,The page offers various programs and services to assist young people in transitioning from school to vocational training or employment.
https://www.ag.ch/de/ueber-uns/rechtliche-hinweise/google-analytics,,,No,No,,,aargau,,,Discusses the use of Google Analytics for website analysis and the types of data collected.
https://www.ag.ch/de/ueber-uns/rechtliche-hinweise,,,No,No,,,aargau,,,"The page provides legal notices, including copyright and data protection policies, for the Canton of Aargau's website."
https://www.ag.ch/de/ueber-uns/barrierefreiheit,,,No,No,,,aargau,,,"The page discusses the accessibility features of the Kanton Aargau website, mentioning web technologies like HTML5, CSS3, and WAI-ARIA."
https://www.ag.ch/de/themen/mangellage,,,No,No,,,aargau,,,Provides information on energy-saving tips and contacts for questions related to energy and supply shortages.
https://www.ag.ch/de/themen/klimawandel/mein-beitrag/fuer-gemeinden,,,No,No,,,aargau,,,The page discusses how communities can plan and conduct sustainable events.
https://www.ag.ch/de/themen/klimawandel/klimastrategie-kanton-aargau/massnahmenplan-klima?dc=178d807a-3bcd-406d-8ba7-a279d0583323_de,,,No,No,,,aargau,,,Discusses the importance of water retention in soil and strategies for sustainable agriculture.
https://www.ag.ch/de/themen/klimawandel/klimastrategie-kanton-aargau/klima-metrik,,,No,No,,,aargau,,,The page discusses the metrics and indicators used to monitor the progress of climate strategy in Kanton Aargau.
https://www.ag.ch/de/themen/hitze-und-trockenheit/gesundheitstipps-bei-hitze,,,No,No,,,aargau,,,The page provides health tips for dealing with heat and high temperatures.
https://www.ag.ch/de/themen/coronavirus/wirtschaft-und-gewerbe/unternehmen/regelmaessige-betriebstestungen,,,No,No,,,aargau,,,The page provides information on regular testing in businesses as part of the Canton of Aargau's efforts to combat the COVID-19 pandemic.
https://www.ag.ch/de/themen/coronavirus/wirtschaft-und-gewerbe/schutzkonzepte/allgemeine-erlaeuterungen,,,No,No,,,aargau,,,Discusses COVID-19 safety measures for businesses and events in the Canton of Aargau.
https://www.ag.ch/de/themen/coronavirus/massnahmen-und-verhaltensempfehlungen/vorgehen-bei-einer-moeglichen-ansteckung,,,No,No,,,aargau,,,"The page provides guidelines on how to proceed if one has been in contact with a person who has tested positive for COVID-19, but it is not related to software."
https://www.ag.ch/de/themen/coronavirus/massnahmen-und-verhaltensempfehlungen/reisende/einreise-aus-staaten-oder-gebieten-mit-erhoehtem-infektionsrisiko/bestaetigungsmail-fremdsprachen/deutsch,,,No,No,,,aargau,,,"The page provides guidelines for travelers entering Switzerland from areas with increased infection risk, including quarantine requirements."
https://www.ag.ch/de/themen/coronavirus/massnahmen-und-verhaltensempfehlungen/quarantaeneerleichterungen,,,No,No,,,aargau,,,The page discusses quarantine relief measures for essential service providers in the Canton of Aargau.
https://www.ag.ch/de/themen/coronavirus/covid-zertifikat/impfung-schweiz,,,No,No,,,aargau,,,The page provides information on how to order various types of Covid-19 certificates in the Canton of Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=waffenerwerbsschein-beantragen-4cb753b7-736e-4f35-8c55-5a67dd8996ce_de,,,No,No,,,aargau,,,"Provides information on how to apply for a firearms acquisition permit, mentions a software update related to layout changes in the permit."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=stipendien-und-darlehen-beantragen-9a437bdd-98dd-4539-99c8-18a323290f08_de,,,No,No,,,aargau,,,The page provides information on how to apply for scholarships and loans for education in the Kanton Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=referendumsbegehren-einreichen-27f74148-5e9a-42e3-bc79-56bfee1f5981_de,,,No,No,,,aargau,,,"The page provides information on how to submit a referendum request, including the required forms and procedures."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=online-fahrzeug-disposition-fuer-garagen-88493721-6d4d-4690-a3cc-d4e6befde20b_de,,,No,No,,,aargau,,,Discusses an electronic vehicle disposition service for garages.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=kollektivgesellschaft-neueintragung-bbe4158a-06bc-4d53-8f83-a812e6de9b16_de,,,No,No,,,aargau,,,The page provides information on the requirements and procedures for registering a new collective society in the Canton of Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=fuer-zwischenloesung-nach-obligatorischer-schulzeit-anmelden-f0df4b85-ee60-4e7d-9872-dc4d78d9811c_de,,,No,No,,,aargau,,,"Provides information on how to register for interim solutions after compulsory schooling, including the use of the ""Wegweiser"" online platform for the application process."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=einsichtsgesuch-in-archivgut-des-staatsarchivs-waehrend-schutzfrist-stellen-203a2a62-28b6-4cc3-b17f-589b78b44655_de,,,No,No,,,aargau,,,The page provides information on how to request access to archival materials during their protection period in the Canton of Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=dem-staatsarchiv-akten-anbieten-500b2719-6940-4869-aeeb-c596a45bcca1_de,,,No,No,,,aargau,,,"Outlines the procedure for offering records to the State Archive of Aargau, including steps for both governmental and private entities."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=budget-fuer-anerkannte-behinderten-und-betreuungseinrichtung-einreichen-811c49d2-9192-4a10-8243-c80641e84c60_de,,,No,No,,,aargau,,,The page provides information on how recognized care facilities can submit their budgets electronically.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=berichterstattung-fuer-anerkannte-einrichtungen-fuer-menschen-mit-behinderungen-einreichen-7ca8d554-d299-4af7-9c1b-d928b61ab382_de,,,No,No,,,aargau,,,Outlines the steps for recognized institutions in the Canton of Aargau to submit annual reports.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=beleuchtungsentschaedigung-beantragen-b4b97614-0d23-4bf7-b56e-83da3cf031f7_de,,,No,No,,,aargau,,,"The page provides information on how municipalities can apply for lighting compensation for cantonal roads, including the required documents and conditions."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=beitraege-aus-der-mehrwertabgabe-beantragen-1465968c-58e8-42bb-8497-2143b9a20c37_de,,,No,No,,,aargau,,,The page provides information on how to apply for financial contributions for spatial planning measures in the Canton of Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=aargauische-volksinitiative-einreichen-9cc5c106-b706-40fc-8d26-831b32055ebd_de,,,No,No,,,aargau,,,The page provides guidelines on how to submit a popular initiative in the canton of Aargau.
https://www.ag.ch/de/gerichte/kesb/weiterfuehrende-informationen/kesr-fachtagung-2021,,,No,No,,,aargau,,,"The page details a professional conference focused on the recruitment and training of private and professional guardians, unrelated to software."
https://www.ag.ch/de/gerichte/kesb/gemeinden/handbuch-abklaerungen,,,No,No,,,aargau,,,The page provides a handbook and various forms for social services to ensure uniform handling of necessary investigations for family courts.
https://www.ag.ch/de/gerichte/kesb/gemeinden,,,No,No,,,aargau,,,The page discusses the roles and responsibilities of municipalities in child and adult protective measures.
https://www.ag.ch/de/gerichte/kesb/erwachsene/fuersorgerische-unterbringung-zwangsmassnahmen,,,No,No,,,aargau,,,Discusses the regulations and procedures for involuntary commitment in the Canton of Aargau.
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/wahlen/archiv?dc=e89ddfdd-9668-4f99-b6b0-c7f83a449b7c_de,,,No,No,,,aargau,,,Provides information about the candidates for the upcoming Ständerat elections in Kanton Aargau.
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/wahlen/archiv?dc=41d6035d-82ea-4981-82e8-a75a4ad95159_de,,,No,No,,,aargau,,,"Provides information on the total renewal elections of the National Council held on October 18, 2015, in the Canton of Aargau."
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/gemeinden/aufgaben,,,No,No,,,aargau,,,"Discusses the responsibilities and procedures of municipal election offices in the Canton of Aargau, including the use of VeWork election software."
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/auslandschweizerinnen/tipps,,,No,No,,,aargau,,,The page provides information on how to participate in elections and referendums for Swiss citizens abroad.
https://www.ag.ch/de/aktuell/wahlen-abstimmungen/auslandschweizerinnen/dokumente,,,No,No,,,aargau,,,"The page provides documents and forms related to voting for Swiss citizens living abroad, including statistics and register forms."
https://www.ag.ch/de/aktuell/veranstaltungen?event=wieselworkshop-e2da67a6-8001-4ea8-bdd9-d6a51aba6297_de,,,No,No,,,aargau,,,Discusses a workshop focused on weasels and their habitat.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=zivilschutzausbildung-erhaelt-aufwertung-62baf3df-cdd9-46a3-a1b1-9e00c46c73b2_de,,,No,No,,,aargau,,,"The page discusses the new training concept for civil protection instructors, detailing the curriculum and duration."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=zivilschutz-ueberprueft-stationaere-sirenen-im-kanton-aargau-8fe60e22-c1ca-4261-bc07-170dd927c031_de,,,No,No,,,aargau,,,Discusses the annual testing of stationary sirens in the Kanton Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=zeitraumaargau-ch-neu-mit-einem-wegweiser-fuer-die-schulen-56e67c97-1d81-41b8-9f0e-1cad3dbcb6cf_de,,,No,No,,,aargau,,,"The page discusses the addition of a guide to the video portal zeitraumaargau.ch, aiming to integrate the portal into school curricula and enhance students media literacy."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wirkungsbericht-zum-kulturkonzept-wird-anerkennend-zur-kenntnis-genommen-71d51173-8e32-4c62-8f5c-fcdf9517cb78_de,,,No,No,,,aargau,,,"The page discusses the successful implementation of the 2017–2022 Cultural Concept according to a report, including its impact and future plans."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=weitere-verbesserung-der-arbeitsmarktlage-im-maerz-3d756d0c-38f2-409d-b7a4-2d2d107651cc_de,,,No,No,,,aargau,,,Discusses improvements in the job market and mentions a software update for managing job seekers.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=weihnachtsmarkt-und-koenigliche-beleuchtung-auf-schloss-wildegg-fb6da633-3d6a-4d29-828f-ae036c8cc9a9_de,,,No,No,,,aargau,,,"The page describes a Christmas market event at Schloss Wildegg, including activities and food offerings, but is not related to software."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wegweiser-zum-neuen-steuergesetz-c22fa01c-1bc7-4a4a-ab8d-076ee1842bc5_de,,,No,No,,,aargau,,,The page discusses a guide sent to households in Aargau to help them transition to a new tax system.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wegweiser-zu-den-roemern-und-habsburgern-f33e83ae-5e7c-43ba-af49-9379f472fcdf_de,,,No,No,,,aargau,,,The page provides information about a brochure detailing a tour of historical sites related to the Romans and Habsburgs.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wasserstand-des-rheins-hat-bei-wallbach-die-uferzone-ueberschritten-hochwassersperren-im-einsatz-c2b3b503-f152-4e34-aaf1-d251b00c995f_de,,,No,No,,,aargau,,,The page discusses the rising water levels of the Rhein river and the measures taken to manage the situation.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=von-burgenbau-bis-beizjagd-3422489b-7c76-45c1-bd6a-05691cf684d2_de,,,No,No,,,aargau,,,The webpage discusses various cultural and historical topics in the Canton of Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=videoueberwachung-c9996fe7-7539-471d-ad35-8c413aa7d2c6_de,,,No,No,,,aargau,,,Discusses guidelines for public video surveillance in the Kanton Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=viacar-fuer-kantone-zh-sh-und-zg-db8c792e-2f75-46d5-b6f9-1dc200e68772_de,,,No,No,,,aargau,,,"The page discusses the VIACAR software, developed for managing vehicle and driver's license data, and its implementation in various cantons."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=us-softwareunternehmen-gruendet-europa-hauptsitz-im-aargau-e40311f7-17b0-44f3-b1f4-990745bbebf5_de,,,No,No,,,aargau,,,"The page discusses the establishment of AppRiver's European headquarters in Aargau, facilitated by ICT service provider green.ch."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=ueber-600-sirenen-werden-im-kanton-aargau-ueberprueft-838cae2b-e00b-402c-9773-0ecc7001e7b1_de,,,No,No,,,aargau,,,Discusses the testing of both stationary and mobile sirens in the Kanton Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=teilrevision-des-register-und-meldegesetzes-8aa6e6c8-65e0-4e40-a3cc-01f66da02374_de,,,No,No,,,aargau,,,"Discusses the revision of the Register and Reporting Law, including the procurement of new software for data evaluation."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=suizidpraevention-in-den-aargauischen-bezirksgefaengnissen-034d3371-2381-4291-93f2-da2d829a9519_de,,,No,No,,,aargau,,,The page discusses measures for suicide prevention in district prisons in the Canton of Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=strategien-fuer-die-aargauer-bibliothekslandschaft-e8c1809e-662b-49c3-b46a-76dd5f23a6b6_de,,,No,No,,,aargau,,,"The page discusses the challenges and strategies for libraries in the digital age, including workshops and an award ceremony for innovative projects."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=steuerinformatik-der-gemeinden-wird-erneuert-98dd142a-3688-4d54-a950-2eeba76c54f1_de,,,No,No,,,aargau,,,Discusses the renovation of the VERANA software system used by Aargau municipalities for tax assessment.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=start-up-kids-kinder-entwickeln-eine-geschaeftsidee-052a8daa-4b4c-4125-ad1a-4190066dd8f2_de,,,No,No,,,aargau,,,"The page describes a project week for children in grades 4 to 6 to develop a business idea, taking place in Brugg-Windisch."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=staatskanzlei-veroeffentlicht-wahlanleitung-fuer-die-regierungs-und-grossratswahlen-vom-21-oktober-2012-7dc7c3da-f4da-481f-8d82-f94d7acaebb8_de,,,No,No,,,aargau,,,Provides instructions for the upcoming government and council elections in the Canton of Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=solidaritaetsbeitrag-steht-opfern-von-fuersorgerischen-zwangsmassnahmen-weiter-offen-99e5a652-76fe-400e-8880-4de45857a3ba_de,,,No,No,,,aargau,,,The webpage discusses the extension of the deadline for victims of coercive measures in Switzerland to apply for a solidarity contribution.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=solidaritaetsbeitrag-fuer-opfer-von-fuersorgerischen-zwangsmassnahmen-vor-1981-4dbeb12b-8127-43d8-95d0-91d7b75f1c23_de,,,No,No,,,aargau,,,Discusses a federal law for the reparation of victims of coercive measures before 1981.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=situation-mit-besonnenheit-analysieren-und-notwendige-massnahmen-ergreifen-46e93d21-d6d1-4775-8b24-dbd52000156d_de,,,No,No,,,aargau,,,Discusses measures and guidelines related to COVID-19 in the Kanton Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-am-mittwoch-6-februar-2013-13ec8f6f-ea9f-4319-9838-85a47c837cf6_de,,,No,No,,,aargau,,,"The webpage provides details about the siren test conducted in Switzerland on February 6, 2013, including the types of sirens and their functionalities."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-am-mittwoch-3-februar-2016-261e9873-ca70-48b7-839e-65833a295a59_de,,,No,No,,,aargau,,,"The page discusses the annual siren test in the Canton of Aargau, including the schedule and purpose of the test."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-am-mittwoch-1-februar-2017-d7591bca-6ba5-4a55-a9da-f43ae5af218d_de,,,No,No,,,aargau,,,"Discusses the schedule and details of a siren test in Switzerland, specifically in the canton of Aargau."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2015-b901b729-34c5-414a-be63-fa9cba835766_de,,,No,No,,,aargau,,,Discusses the testing of sirens in Switzerland and mentions the Polyalert remote control system for sirens.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2014-4da5d1e7-b64b-48ea-8987-fe6c078e9e2d_de,,,No,No,,,aargau,,,"The webpage provides information about the annual siren test in Switzerland, including the types of sirens and their functionalities."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2012-be3b08f6-e28d-444f-bb72-bbaa04e69a04_de,,,No,No,,,aargau,,,"The page provides information about the annual siren test in the Canton of Aargau, including what to do in case of a real alarm."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2009-a3f006a0-8ebf-4648-9439-805a9e34a3b0_de,,,No,No,,,aargau,,,"The page provides information about the annual siren test in Switzerland, specifically in the Kanton Aargau, to check the functionality of the sirens."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2007-62502ad4-9ad5-4cc3-a010-b6675c12c9ef_de,,,No,No,,,aargau,,,The page provides information about the testing of emergency sirens in the Canton of Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2006-627f6009-ed33-47fb-984f-626fe46d5cec_de,,,No,No,,,aargau,,,Discusses the testing of sirens for emergency alerts in the Canton of Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2005-42ea9486-603d-4dd9-a370-54999ff3490c_de,,,No,No,,,aargau,,,"The page discusses the testing of emergency sirens in the canton of Aargau, including the schedule and types of alarms."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2004-f6ad5f1a-113a-42eb-b3a8-4ef0f8356d0b_de,,,No,No,,,aargau,,,Discusses the testing of emergency sirens in the Canton of Aargau for disaster and war scenarios.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenenprobealarm-2002-d5b9b0d9-4f6a-405a-b6df-4b4822629f73_de,,,No,No,,,aargau,,,The page describes a nationwide test of the siren system used for alerting the population in case of disasters or war.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenenprobealarm-2001-00d2ba71-4f94-4d14-b92c-e42f7275d0bc_de,,,No,No,,,aargau,,,The page discusses the testing of sirens for alerting the population in case of disasters.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=schweizweiter-sirenentest-7d802784-1e2b-4dd5-bcb3-ae8741720e85_de,,,No,No,,,aargau,,,"The page discusses a nationwide siren test in Switzerland, detailing the schedule and what the different siren tones mean."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=schweizweiter-sirenentest-4189b64a-a231-4133-86a2-c61394ac3419_de,,,No,No,,,aargau,,,"Discusses the nationwide siren test in Switzerland, focusing on its schedule and purpose."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=schneller-zugriff-einfacher-aktenfluss-ccf38bad-3407-49a1-a966-70c4e285935d_de,,,No,No,,,aargau,,,"Discusses a seminar on managing paper records and archives, organized by the Aargauischen Gemeindeschreiberverband and the State Archive of the Canton of Aargau."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sap-im-kanton-erfolgreich-eingefuehrt-d2a50a48-7466-4f4a-ba2b-ca624ca5d912_de,,,No,No,,,aargau,,,The page discusses the successful implementation of SAP software for financial accounting and human resources in Kanton Aargau.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=rhein-nach-wie-vor-mit-hochwasserstand-sinkende-abfluesse-bei-aare-und-reuss-6d61a9bb-932e-4884-9930-0de2a8def89d_de,,,No,No,,,aargau,,,The page provides updates on the high water levels of the Rhein and safety measures taken.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=rekord-winter-2008-09-818a53bd-14cb-4207-bde4-84baacd160e5_de,,,No,No,,,aargau,,,"The page discusses the challenges and statistics of the winter season of 2008/09, focusing on the efforts of the cantonal winter service."
