page_link,canton,page_content,software_name,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=rekord-winter-2008-09-818a53bd-14cb-4207-bde4-84baacd160e5_de,aargau,"The page discusses the challenges and statistics of the winter season of 2008/09, focusing on the efforts of the cantonal winter service.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=regierungsvereinbarung-bildungsraum-nordwestschweiz-erneuert-4afa5508-689c-498c-a66b-8f20fa4407f2_de,aargau,"Discusses the renewal of an inter-cantonal agreement focusing on education, including digitalization as one of the key areas.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=regierungsrat-weist-wahlbeschwerde-ab-1a040eb6-bae5-442f-8fb7-717b452085c2_de,aargau,Discusses a decision by the Regierungsrat regarding the calculation of absolute majority in local elections.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=regierungsrat-legt-finanzpolitische-ziele-fest-e1aac7d0-34f9-4ae7-9405-5f32fb6b1a08_de,aargau,The page outlines the financial goals and principles set by the government of Kanton Aargau for medium and long-term financial planning.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=regierung-spricht-lotteriegelder-738f789b-d2f6-4a79-9883-50bb41f5ffd6_de,aargau,"The page discusses various cultural events and projects in the Kanton Aargau, including festivals and exhibitions, but does not relate to software.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=rabenkraehen-setzen-aargauer-gemueseproduzenten-zu-faf9b7a9-ffc7-4893-87de-550f789a0368_de,aargau,Discusses the impact of crows on vegetable farming in the Canton of Aargau and outlines a pilot project to manage the issue.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=publis-geht-ganz-in-den-besitz-der-gemeinden-e3b1f0f5-7bc4-4050-822d-db624bcbe719_de,aargau,"The page discusses the transfer of ownership of publis, a company focused on software evaluation and development for municipalities, to the municipalities themselves.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=public-info-service-ag-nimmt-den-betrieb-auf-01707be0-4eef-43c9-8122-b468720e039d_de,aargau,Discusses the implementation of a new service for municipal software products.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=pruefung-von-massnahmen-gegen-gefaehrliche-hunde-c44033de-59a1-491b-ae86-8327b3e37cb2_de,aargau,"The page discusses measures and regulations for dealing with dangerous dogs in the Canton of Aargau, including potential leash laws and mandatory training courses.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=projekt-%27campus-hotel%27-828d75e0-87f4-4ad6-b727-f4d1d4a314b3_de,aargau,The page discusses a project-oriented learning environment for interdisciplinary cooperation in construction management and architecture.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=professionelle-strukturen-fuer-die-feuerwehralarmierung-ea7bd910-dd80-4213-ab81-52311fa2846d_de,aargau,Discusses the professionalization of fire alarm systems in the Canton of Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=probealarm-am-mittwoch-um-13-30-uhr-cf7bc1ee-b892-4277-9f8d-aaf77e41fed7_de,aargau,Discusses a scheduled siren test and the procedures to follow in case of an actual alarm.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=probealarm-am-mittwoch-15b7e2dd-b3ca-4971-b6f0-546d33787405_de,aargau,Discusses the general alarm test to be conducted and what it signifies for the population.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=probealarm-am-2-februar-2000-a341c5f4-e0fc-4494-9d50-05990e79b7ee_de,aargau,"The page discusses a general alarm test conducted on February 2, 2000, including the procedures and what actions should be taken by the public.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=personal-und-lohnabrechnungssystem-wird-abgeloest-764712c1-79bb-4dd0-ac8d-094f6c29b005_de,aargau,The page discusses the replacement of a payroll and personnel management system due to outdated standards and operational risks.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=noch-200-kilometer-bis-zum-ziel-1f5c204d-b8a5-4f5f-b512-2627677558ed_de,aargau,"The page discusses the expansion of the cantonal cycling route network in Aargau, aiming to make cycling safer and more attractive.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=niederschlaege-und-temperaturanstieg-fuehren-zu-erhoehtem-hochwasser-risiko-im-kanton-aargau-d4bf4149-2975-469a-b983-89f87c63d632_de,aargau,Discusses increased risk of flooding in Kanton Aargau due to weather conditions.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=niederschlaege-und-temperaturanstieg-fuehren-zu-erhoehtem-hochwasser-risiko-im-kanton-aargau-9a1dfdaf-9311-4a58-9abc-b726f4d7ec3f_de,aargau,The page discusses the increased risk of flooding in the Kanton Aargau due to recent rainfall and temperature rise.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neues-prozessrecht-auch-fuer-die-laienrichter-2f97e43e-1366-4e8d-a2ce-9876ddf8cc0f_de,aargau,"The page discusses the unification of civil and criminal procedural law in Switzerland, focusing on lay judges.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neuer-radweg-in-untersiggenthal-065bb990-3f9c-45b8-8ba5-375950f3c620_de,aargau,"The page discusses the opening of a new bike path in Untersiggenthal, part of the cantonal bike routes plan, aimed at increasing safety for all road users.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neue-steuerstatistik-eroeffnet-neue-perspektiven-f149f52f-7a61-4741-a196-cce300dd8c3e_de,aargau,"Discusses the implementation of a new tax law and mentions VERANA, a software for computer-assisted tax assessment.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neue-organisation-fuer-it-fachmesse-70c28eff-7a22-474f-a0d9-22230d76d674_de,aargau,"The page discusses the reorganization of ""topsoft,"" a German-speaking IT trade fair for business software.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neue-deklarationssoftware-fuer-unternehmen-vereine-und-stiftungen-b99d4aa7-f3fe-4321-b9f3-4b4e4f3202e4_de,aargau,"The page discusses eTAX AARGAU, a new software for tax declaration for legal entities in the Kanton Aargau, aiming to digitalize the tax process.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=neue-aargauer-alterspolitik-ist-gut-unterwegs-9a6ac45b-84fb-4c8d-a4dc-7a930efcc9bd_de,aargau,Discusses the second edition of the cantonal aging congress and its focus on aging policies.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=nachkontrolle-im-bezirk-bremgarten-abgeschlossen-c044fe28-434a-4bbf-86f7-1794cbf82ce1_de,aargau,The page discusses the verification of election results and mentions the role of software in counting votes.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=nachaktion-feuerbrand-55056fd8-beb8-4461-b907-a5729538929a_de,aargau,"The page discusses measures taken to combat fire blight, a plant disease, in the Canton of Aargau.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=morgen-heulen-die-sirenen-im-aargau-testweise-0f0706d2-2f1d-4343-aae7-8870605ee5ea_de,aargau,Discusses a scheduled test of emergency sirens in the Canton of Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=mit-easytax-geht-es-leichter-93cf56d4-bfd7-4a26-a6d1-0bcb51244c7a_de,aargau,"Discusses EasyTax, a new software for filling out tax forms in Kanton Aargau.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=mehr-wissen-fuer-aargauer-bibliotheken-686baead-c23e-4b2f-be80-c0776e0df113_de,aargau,"The page discusses a training course for library staff in the canton of Aargau, focusing on practical goals and improvements for libraries.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=mehr-ambrosia-als-erwartet-526b8460-d41e-4984-b151-9a2b65e6bca4_de,aargau,The page discusses measures to combat the spread of the allergenic plant Ambrosia in the Canton of Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=mehr-als-600%27000-franken-fuer-gemeinnuetzige-projekte-6cdd0a6a-468c-42d2-a939-276d449aabef_de,aargau,"Discusses funding for various community projects, including arts and culture.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=maturandinnen-und-maturanden-analysieren-raeumliche-prozesse-im-kanton-aargau-0349826a-6067-4c36-9c4e-c54f10631249_de,aargau,The page discusses a workshop on the use of Geographic Information Systems (GIS) software in middle schools for spatial analysis.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=lehreroffice-fuer-die-volksschule-c6296871-2a25-445b-88c0-39b8b8f261b8_de,aargau,The page discusses the use of LehrerOffice software for administrative tasks in primary schools in the Canton of Aargau.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kundenzufriedenheit-bei-bahn-und-bus-gestiegen-57334c4c-19b9-465f-902e-036b240fc193_de,aargau,"The page discusses a survey on customer satisfaction in public transport, highlighting improvements and areas for potential enhancement.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kundenfreundlicher-und-kostenguenstiger-ad97cc13-6877-4778-8630-821f2358b28e_de,aargau,"The page discusses the successful evaluation of WOV pilot projects, including the development and sale of software to improve state services.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=koordiniertes-bauen-auf-der-oftringer-zuerichstrasse-f537936b-ba22-4048-b665-b2ca9d7eaa4b_de,aargau,"The page discusses coordinated construction efforts on the Zürichstrasse in Oftringen, including road repairs and the installation of a noise barrier.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kommission-empfiehlt-regierungsratswahlprotokolle-zur-genehmigung-a7e1046a-a0f4-4248-962c-fac469fa4e9c_de,aargau,The page discusses the approval of election protocols and mentions the helpful role of provided software solutions for electronic voting.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=keine-hinweise-auf-unwirtschaftliche-einkaeufe-e73c808d-6fed-4581-8b71-6274f35ecc27_de,aargau,Discusses financial control and procurement processes within the government.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kapf-heisst-staatsrechnung-2005-gut-f6b107dd-126a-4268-b8db-aac67801efe8_de,aargau,"The page discusses the approval of the 2005 state budget by the KAPF, including additional funding and target adjustments.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kanton-waadt-entscheidet-sich-fuer-viacar-ed05f3be-4b5f-40e0-8c78-173a188973a4_de,aargau,"The page discusses the adoption of VIACAR, a standard software for road traffic and shipping control, by the Canton of Vaud.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kanton-beschafft-schutzmaterial-fuer-das-gesundheitswesen-c3fa6bd3-89c0-4ffa-bafc-821267d09eb2_de,aargau,Discusses the procurement of protective materials like masks and gowns for healthcare facilities in the canton.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kanton-belegt-asylunterkunft-in-aarburg-gestaffelt-8284ad74-9824-4c15-9822-a1fef3025a17_de,aargau,The page discusses the housing situation for asylum seekers in the canton of Aargau and the measures being taken to address it.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=jubilaeum-10-jahre-wettbewerb-funkenflug-55dceec0-b364-47c7-a892-0a61e129417f_de,aargau,"The page celebrates the 10th anniversary of the Funkenflug competition, which awards exemplary cultural projects in schools.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=jaehrlicher-sirenentest-am-2-februar-2022-6e2da65c-6388-4316-98a0-0d34671a186a_de,aargau,"The webpage provides information about the annual siren test in Switzerland, scheduled for February 2, 2022, including the types of alarms and their functionalities.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=jaehrlicher-sirenentest-am-1-februar-2023-c34bbde7-1bd4-4d57-8a2c-749048202719_de,aargau,"The page discusses the annual siren test in Switzerland, specifically in the Canton of Aargau, to ensure the functionality of the alarm systems.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=informationsveranstaltungen-zum-energierecht-9d1506cf-af2d-416b-8f1c-f283b91a25d8_de,aargau,"The page discusses informational events on energy law, focusing on new regulations and checklists for compliance.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=informationen-zu-den-wahlen-am-20-oktober-2019-bbeaaf4b-da74-4971-bf9f-c9390b9b48f8_de,aargau,"The page provides information about elections held on October 20, 2019, in the Canton of Aargau, including how to vote and where to find results.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hoeren-sie-den-unterschied-online-a1c03806-6b9c-4878-b821-116efc1c16f8_de,aargau,"Discusses the online features of a construction project, including software requirements for audio playback.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-warnung-fuers-reusstal-83be09d8-93eb-4447-97b2-75e7bc947d4b_de,aargau,The page provides flood warnings and safety measures for the Reusstal area.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-rueckbau-der-mobilen-hochwassersperren-im-verlauf-der-woche-geplant-18717777-33aa-4c02-9f00-530643e2c918_de,aargau,The page discusses the current flood situation in the Kanton Aargau and the measures being taken to manage it.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-lage-stabilisiert-sich-zunehmend-19da2e8c-8598-4925-990e-bdd63806a9bf_de,aargau,Discusses the current flood situation in the Canton of Aargau and the measures being taken to manage it.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-kaltfront-erreicht-die-schweiz-c94f469c-2128-4f47-9689-7159efebf65c_de,aargau,"Discusses the flood situation in the Kanton Aargau, Switzerland.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-erhoehtes-ueberschwemmungsrisiko-25a0955f-e265-43b8-a980-b172d8686e6d_de,aargau,Discusses the high flood risk in the Kanton Aargau due to recent heavy rainfall.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-erhoehtes-ueberschwemmungsrisiko-1198ff94-18c4-4bad-9e4f-6a23a9f57f08_de,aargau,The page discusses the elevated risk of flooding in the Kanton Aargau due to heavy rainfall.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-d565e629-5256-4bc7-9566-eb51bfa9f7b8_de,aargau,Discusses the flood situation in the Canton of Aargau due to recent heavy rainfall.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-bundsamt-fuer-umwelt-(bafu)-und-betroffene-kantone-beschliessen-groesseren-ausfluss-aus-dem-bielersee-6d588e5e-1689-45e1-b317-b081930157c7_de,aargau,Discusses the current flood situation in the Canton of Aargau and the measures being taken.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-angespannte-stabile-lage-durch-die-getroffenen-massnahmen-843ad3df-3250-4f83-b9e9-38748ca78b9c_de,aargau,"The page provides updates on the flood situation in the Canton of Aargau, including safety measures and current water levels.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-aktive-kaltfront-fuehrt-zu-hohen-wasserstaenden-bei-aargauer-gewaessern-7f890255-b0d5-44d6-bb53-47d366a50a85_de,aargau,"The page provides information on the flood situation in the Kanton Aargau, including current water levels and safety measures.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-8cc7d076-a797-4838-969e-22b594b45df2_de,aargau,Discusses the flood situation in the Canton of Aargau and the measures being taken.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gleichstellungs-faelle-im-internet-35446fcb-3b33-44d4-b0ed-8c5b29cf8739_de,aargau,"The page discusses a database that collects cases related to gender equality in the workplace, including wage discrimination and harassment.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gerichtsurteil-erfordert-anpassung-der-steuerlichen-liegenschaftsbewertung-im-kanton-aargau-3335f287-c13a-4842-9063-4a8ec1d08ccc_de,aargau,Discusses the need for adjustments in property tax assessment in the Canton of Aargau due to a court ruling.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=geoportal-des-kantons-aargau-f3a57de2-aa6c-475b-8a2a-78e6e532f631_de,aargau,"Discusses the Geoportal, a platform for accessing geographical data that requires GIS software and know-how.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=genuegend-halteplaetze-fuer-fahrende-09ab2c42-69ff-407b-8e4b-2a78715b4e6f_de,aargau,The page discusses the need for sufficient stopping places for itinerant people in the canton of Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gemeinsame-informatik-nutzung-da9911b4-a8a2-4ecd-9112-28e99e72b197_de,aargau,The page discusses a concept for a coordination center for IT services aimed at providing a unified IT platform for municipalities.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gemeinderatswahlen-fuer-die-amtsperiode-2002-2005-70b2d1b7-ead0-41a0-894b-d23ebc523422_de,aargau,"The page discusses the simultaneous election of the Municipal Council and the Mayor and Deputy Mayor, as well as the legal requirements for voting.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=fussballstadion-aarau-beschwerde-beim-verwaltungsgericht-eingegangen-c1dac570-c3dd-4d35-a957-9ce8ba8760f8_de,aargau,The page discusses a legal complaint filed with the administrative court regarding the Aarau football stadium.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=freiwilligengrabung-bringt-neue-erkenntnisse-fuer-vindonissa-586c3c80-7e77-46e6-a25e-b8fa70532adc_de,aargau,The page discusses an archaeological dig in Gebenstorf that provided new insights into a Roman settlement and its connection to the legionary camp Vindonissa.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=finanzpaket-98-wenig-aenderungen-03103ed7-2809-47dc-b30d-58c7acbf90e1_de,aargau,"The page discusses financial plans and strategies for the Canton of Aargau, focusing on budget cuts and economic policies.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=finanzkommissionen-auf-der-schulbank-ff61c539-0347-4e39-af5b-9ec09c36c2f0_de,aargau,"The page discusses instructional courses for members of the financial commission, focusing on public accounting and auditing.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=feuerbrandbekaempfung-7b630736-a348-4dd9-99ab-e09e50a47768_de,aargau,"The page discusses the strategies and measures for combating fire blight, a plant disease, in the Kanton Aargau.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=falsch-abgelagerter-strassenrand-humus-entsorgt-33ede7cd-126e-4e36-beea-3668e3e77232_de,aargau,Discusses the removal of improperly deposited roadside soil.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erste-sammelvorlage-zum-budget-2018-861f125f-430c-43dc-bff7-b7fa87832162_de,aargau,"The page discusses the 2018 budget proposals by the Regierungsrat, including various expenditures and financial outlooks.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=eroeffnung-der-wanderausstellung-oekologische-infrastruktur-ein-lebensnetz-fuer-den-aargau-0efb0450-9c5d-439f-a11d-050dffa040a4_de,aargau,The page discusses the opening of a mobile exhibition focused on ecological infrastructure and biodiversity in Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erfolgreiches-standortmarketing-0fa2a678-c338-4ff0-9cff-4fb227f61e3b_de,aargau,"Discusses the success of Aargau's location marketing, including the establishment of new companies like the software company Compuware AG.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erfolgreiche-informatiklernende-a7a03797-4be6-4b99-87fd-bff7170e2f71_de,aargau,Highlights the achievements of students in IT and software applications.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erfolgreiche-erste-lehrlingssession-d8136d4a-82df-41bf-8de6-09e79fb71298_de,aargau,Discusses an event aimed at introducing apprentices to parliamentary operations.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=erfahrungen-fuers-leben-832b38ce-fd4c-4802-a335-576b60626b76_de,aargau,The page discusses the responsibilities of the Civil Protection unit in caring for the population during emergencies.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=elektronischer-lehrvertrag-mit-berufsfachschulanmeldung-c4c6850e-4de1-4077-a2e7-d9081b894e60_de,aargau,Introduces an electronic apprenticeship contract system for vocational schools in the Canton of Aargau.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=einbau-von-hochwasser-sperren-auch-in-wallbach-4ea86aeb-05bd-48d6-ae7f-b2d2a8767f7c_de,aargau,The page discusses the installation of flood barriers in Wallbach due to heavy rainfall.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=digitaltag-2021-was-wuenschst-du-dir-von-der-digitalen-zukunft-53300554-dad0-40a5-9c86-5acd6e69f064_de,aargau,"Discusses various digital workshops and projects, including programming a Lego robot and digital identity.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=digital-days-2022-cybersecurity-und-digitale-kompetenzen-als-schwerpunktthemen-9de7d2d1-58b0-48ab-86e0-3d4b5d00e623_de,aargau,"The page discusses an event focused on digital transformation, including cybersecurity and digital competencies.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=die-lenzburg-wird-zum-mittelalterlichen-marktplatz-a535367c-d5a2-45de-b1f2-0fbcc22d5be2_de,aargau,"Describes a medieval-themed event at Lenzburg Castle, featuring activities like paper-making and coin-minting.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=die-funken-fliegen-wieder-80e06337-0c5b-4d18-b0d2-18ff0361f5f9_de,aargau,The page discusses an award for innovative cultural projects in schools.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=das-fest-wir-ueber-uns-8494cafa-71c5-41cb-ac33-b6a7c6063fdb_de,aargau,"The page details a large celebration event in the Canton of Aargau, featuring various activities and attractions.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=dank-rettungs-und-katastrophendiensten-sowie-schutzmassnahmen-konnten-schlimmere-hochwasser-schaeden-verhindert-werden-f3afd2d6-e7a5-4007-a2f7-79f601a0e2b8_de,aargau,The page discusses the efforts of rescue and disaster services in preventing severe flood damage in the Canton of Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-verstaendnis-fuer-das-vorsichtige-risikobasierte-vorgehen-bei-der-lockerung-der-schutzmassnahmen-cf622556-927f-4fc4-81c0-c6c1782be7fa_de,aargau,Discusses the government's approach to COVID-19 restrictions and vaccinations.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-ueber-10%27000-geleistete-diensttage-des-aargauer-zivilschutzes-cc52738b-b775-4e2a-b19b-3fc33cc37929_de,aargau,The page discusses the efforts of the Civil Protection Service in the Canton of Aargau in dealing with the Covid-19 pandemic.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-telefondienst-fuer-medizinische-notfallberatung-5040eaa3-ceea-4223-bb6a-691ee21f0fcb_de,aargau,Discusses the establishment of a telephone hotline for medical emergency advice related to COVID-19.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-sekundarstufe-ii-bis-ende-februar-2021-im-fernunterricht-erste-auszahlung-von-fixkostenbeitraegen-an-unternehmen-noch-im-januar-dec1e0bc-dc0b-4bc9-ad31-09c33ce12ef1_de,aargau,The page discusses the extension of remote learning for secondary schools and financial support for businesses affected by COVID-19.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-repetitives-testen-an-schulen-ab-16-august-2021-8356e467-48d8-477b-a2e4-39da41e3322b_de,aargau,"The page provides information about the resumption of repetitive COVID-19 testing in schools, businesses, and healthcare facilities starting from August 16, 2021.",,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-regierungsrat-will-repetitives-testen-in-schulen-und-betrieben-schrittweise-ausweiten-be2e601c-6cb1-4fe1-8bfd-0e18a7c353e2_de,aargau,The page discusses the expansion of repetitive COVID-19 testing in schools and businesses as part of pandemic control measures.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-priorisierung-von-personen-mit-chronischen-vorerkrankungen-mit-hoechstem-risiko-7b975096-adbd-46d8-b36c-046649a5d1ff_de,aargau,The page discusses the prioritization of COVID-19 vaccinations for people with chronic pre-existing conditions and mentions the software used for this purpose.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-optimierung-des-contact-tracing-a95707d5-66c9-44e2-b4a2-3d0c595b8071_de,aargau,"Discusses the automation of contact tracing in Kanton Aargau, including the software used for issuing isolation and quarantine orders.",,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-kantonales-massnahmenpaket-fuer-stark-betroffene-unternehmen-und-selbstaendig-erwerbende-9bb5afd8-cba1-462f-a494-948fa7a22059_de,aargau,The page discusses a package of measures to support businesses and individuals affected by the COVID-19 pandemic.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-kanton-aargau-setzt-software-des-bundes-fuer-covid-19-impfung-ein-f8a16bfa-dd66-4b8d-ab3b-14063e6ae9b2_de,aargau,Discusses the use of federal software for Covid-19 vaccination in Kanton Aargau.,,Yes,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-kanton-aargau-reicht-strafanzeigen-ein-e07ea39d-5853-461c-9a5a-becf9e35e617_de,aargau,The page discusses fraudulent calls related to Covid-19 vaccinations and data security measures.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-kanton-aargau-plant-ergaenzende-soforthilfe-zu-den-unterstuetzungsmassnahmen-des-bundes-aad8607b-f4cb-4a07-98e7-9f234b669135_de,aargau,Discusses the economic impact of COVID-19 and outlines the financial aid packages planned by the Kanton Aargau.,,No,No,No,,
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-das-einhalten-der-schutzmassnahmen-und-verhaltensregen-ist-noetiger-denn-je-7796cc48-a533-4379-a5d3-1cdceae4082d_de,aargau,The page discusses the importance of adhering to protective measures and behavioral rules during the COVID-19 pandemic.,,No,No,No,,
